mol_idx,top_score,error,frequency,tier,ensemble_mean_score,ensemble_std_score
39,0.49198696,0,84,3) common (21-100),0.5575281400000001,0.0966641824124016
40,0.10012276,1,0,1) very rare (1-5),0.18925274,0.0683956504382797
41,0.061444033,1,0,1) very rare (1-5),0.08492174200000001,0.03290757516094558
42,0.21880835,0,2,1) very rare (1-5),0.3493965225,0.08461223963037805
43,0.2885833,0,3,1) very rare (1-5),0.4511760775,0.1968282897114409
44,0.05499082,0,1,1) very rare (1-5),0.09901400575,0.0623446534842218
45,0.7112438,1,0,1) very rare (1-5),0.5849115899999999,0.04332307662067987
46,0.4759342,0,36,3) common (21-100),0.70481691,0.22666814264997387
47,0.6152317,0,3,1) very rare (1-5),0.23005327,0.034908654116215215
48,0.026868666,1,1,1) very rare (1-5),0.0448193525,0.011430085045054708
49,0.07789908,1,0,1) very rare (1-5),0.0614049235,0.008305916294900448
50,0.085768275,1,8,2) rare (6-20),0.20714438000000002,0.07527847692331853
51,0.9118957,1,2,1) very rare (1-5),0.7989862375,0.11046923139986407
52,0.73957103,1,5,1) very rare (1-5),0.756934905,0.10995085477181712
53,0.23937337,1,44,3) common (21-100),0.49566984750000004,0.19180250515532918
54,0.04749669,1,0,1) very rare (1-5),0.07196726875000001,0.031389859678118394
55,0.07933255,1,3,1) very rare (1-5),0.16590338875,0.06344158701092215
56,0.670667,1,1,1) very rare (1-5),0.6359594925000001,0.16699057274103102
57,0.549302,0,274,4) very common (100+),0.5018274175,0.18268458809155966
58,0.091803044,1,14,2) rare (6-20),0.06486924024999999,0.019828348600916722
59,0.53572506,1,2,1) very rare (1-5),0.586191525,0.059909412563725534
60,0.19073349,0,1,1) very rare (1-5),0.2988415075,0.12948020113909162
61,0.4989331,1,2,1) very rare (1-5),0.4828073225,0.08266411577599143
62,0.27494943,1,123,4) very common (100+),0.36735769500000004,0.06805274062114086
63,0.11522462,1,1,1) very rare (1-5),0.08307443525,0.02594324647264289
64,0.40966496,1,30,3) common (21-100),0.5480728500000001,0.10969181415791562
65,0.9737526,0,15,2) rare (6-20),0.9387070075,0.01553555397599866
66,0.7396236,0,6,2) rare (6-20),0.6013257725,0.05063022197413584
67,0.6211312,1,13,2) rare (6-20),0.4196820875,0.09774268535926549
68,0.99485767,0,274,4) very common (100+),0.9897309850000001,0.00348379610104769
69,0.07914717,1,0,1) very rare (1-5),0.28621102,0.09220504735160355
70,0.81906164,0,5,1) very rare (1-5),0.4608476925,0.05908417542950201
71,0.5726529,0,14,2) rare (6-20),0.35504454999999996,0.11377572959386088
72,0.3386807,1,2,1) very rare (1-5),0.14573538825000001,0.06214606858650424
73,0.21265222,1,142,4) very common (100+),0.5302421825,0.1734409580294295
74,0.08336468,1,0,1) very rare (1-5),0.08031473875,0.024376008636863723
75,0.14668241,1,81,3) common (21-100),0.42197256,0.1539322691523756
76,0.26185814,1,30,3) common (21-100),0.43494687499999996,0.08398750973662884
77,0.729379,1,4,1) very rare (1-5),0.480531575,0.057233579285582634
78,0.15245931,0,2,1) very rare (1-5),0.23293582750000003,0.07908617564745415
79,0.7887293,1,1070,4) very common (100+),0.5544149899999999,0.15577700332351033
80,0.77652353,1,1,1) very rare (1-5),0.6149520049999999,0.13685584043166762
81,0.1944133,1,0,1) very rare (1-5),0.1043197035,0.01934776332506413
82,0.050441332,1,3,1) very rare (1-5),0.04081293725,0.010322871991529668
83,0.95388305,1,1290,4) very common (100+),0.8759946075,0.05938276624047728
84,0.2738026,1,1,1) very rare (1-5),0.20036056750000003,0.04770699497534527
85,0.3743408,1,19,2) rare (6-20),0.32671496,0.07330633029789992
86,0.5215525,0,75,3) common (21-100),0.44087809749999995,0.15256130613227858
87,0.008160864,1,24,3) common (21-100),0.015578564100000001,0.007794420917334059
88,0.16616897,1,0,1) very rare (1-5),0.09261014425,0.05634562939916878
89,0.46877506,0,106,4) very common (100+),0.42569395499999996,0.0967744891231585
90,0.3849216,0,81,3) common (21-100),0.5903369025,0.13937422971879743
91,0.43315434,0,2,1) very rare (1-5),0.36791391749999997,0.050289688884082084
92,0.13282748,1,6,2) rare (6-20),0.28270569,0.051273249392840316
93,0.87289214,1,146,4) very common (100+),0.8991637750000001,0.037087976099901616
94,0.93524367,1,3,1) very rare (1-5),0.73034339,0.14179539780198125
95,0.9776298,0,1290,4) very common (100+),0.8957298899999999,0.04487696522268521
96,0.054220762,1,26,3) common (21-100),0.181378745,0.05751960401818952
97,0.05431574,1,15,2) rare (6-20),0.03491678075,0.008900319611942355
98,0.16504002,1,107,4) very common (100+),0.1830916575,0.06898040810871169
99,0.8845751,1,1070,4) very common (100+),0.8798353350000001,0.025488003210621946
100,0.46314248,0,96,3) common (21-100),0.31418451999999997,0.09214124721608803
101,0.22691153,1,1,1) very rare (1-5),0.1122013275,0.036384803484673635
102,0.63673836,0,118,4) very common (100+),0.5207455575,0.09447152741071999
103,0.49903768,0,0,1) very rare (1-5),0.3504802275,0.0311561044401361
104,0.82458454,1,54,3) common (21-100),0.8155873,0.07322883187181127
105,0.8683401,0,1290,4) very common (100+),0.7553051875,0.1130798246727747
106,0.99505436,0,89,3) common (21-100),0.9975348875,0.000941429594775283
107,0.08871829,1,20,2) rare (6-20),0.09886247249999999,0.023000578534568838
108,0.95193875,0,66,3) common (21-100),0.8332510775,0.07005112959454772
109,0.419331,0,9,2) rare (6-20),0.1912658925,0.03568741760005855
110,0.98724,1,89,3) common (21-100),0.9891928125,0.0038874558220343696
111,0.43140152,1,16,2) rare (6-20),0.47552998,0.0776308046911508
112,0.054315053,1,0,1) very rare (1-5),0.1158447285,0.03202713453919749
113,0.32733148,0,43,3) common (21-100),0.4831368625,0.10972626630876636
114,0.10649372,1,111,4) very common (100+),0.1713166215,0.08029823701690397
115,0.64153534,0,145,4) very common (100+),0.7820880324999999,0.08716597814650605
116,0.043171614,1,1,1) very rare (1-5),0.01637667175,0.005551133456943697
117,0.90706366,0,70,3) common (21-100),0.9119468024999999,0.016865631381570576
118,0.484119,0,94,3) common (21-100),0.4815579525,0.05301071619466641
119,0.9494763,0,123,4) very common (100+),0.83159769,0.044256826893851076
120,0.36781368,0,33,3) common (21-100),0.20306565899999998,0.07218226531985396
121,0.51895314,1,0,1) very rare (1-5),0.61971635,0.0368104053777257
122,0.7841603,1,0,1) very rare (1-5),0.5987987525,0.1062501570781463
123,0.95931697,0,700,4) very common (100+),0.9778375499999999,0.009604989414036343
124,0.64597124,1,37,3) common (21-100),0.5173617325,0.1388333873483182
125,0.34162998,1,52,3) common (21-100),0.7353466425,0.11171466416979875
126,0.11483392,1,0,1) very rare (1-5),0.4126722075,0.22672279080009153
127,0.15395913,1,2,1) very rare (1-5),0.2163296775,0.04665870216994917
128,0.12099111,1,0,1) very rare (1-5),0.09453613550000001,0.03771043881512463
129,0.66700846,0,106,4) very common (100+),0.4369697925,0.1333498677661274
130,0.94677347,1,11,2) rare (6-20),0.920529915,0.031753842786797874
131,0.36389837,1,2,1) very rare (1-5),0.5305092325,0.218582714831659
132,0.8271195,0,6,2) rare (6-20),0.83025203,0.02987285455094477
133,0.6485046,0,1,1) very rare (1-5),0.6403879775000001,0.14656421395369035
134,0.9924793,0,274,4) very common (100+),0.9931692875,0.0022864545726886416
135,0.35142222,1,0,1) very rare (1-5),0.178830151,0.08194374144209254
136,0.86020464,0,78,3) common (21-100),0.8668029799999999,0.05353058839483694
137,0.840798,1,0,1) very rare (1-5),0.61278011,0.010667574006319345
138,0.5400175,1,1290,4) very common (100+),0.654944865,0.08367550174804858
139,0.65892595,1,1070,4) very common (100+),0.52345664,0.04225957639066737
140,0.9898811,0,343,4) very common (100+),0.9891803,0.0045959066075149805
141,0.98123413,0,74,3) common (21-100),0.8814571975000001,0.05722523257298756
142,0.35236916,0,66,3) common (21-100),0.52917822,0.0808735808418126
143,0.54128873,1,2,1) very rare (1-5),0.38836859749999997,0.081978910183959
144,0.2930359,1,13,2) rare (6-20),0.3345327325,0.11220914155382648
145,0.4104312,0,5,1) very rare (1-5),0.5178912425,0.19908672403855915
146,0.50347733,1,166,4) very common (100+),0.377673225,0.04734958991765107
147,0.057620805,1,3,1) very rare (1-5),0.027221284125000002,0.012814967014759551
148,0.32500726,1,1,1) very rare (1-5),0.13358673000000001,0.044222169577486245
149,0.4385196,0,33,3) common (21-100),0.4857471125,0.19074085175229522
150,0.48008204,0,178,4) very common (100+),0.543413185,0.20414344112866245
151,0.31781477,0,5,1) very rare (1-5),0.488327215,0.1764754735182587
152,0.85941464,0,1290,4) very common (100+),0.5952425575,0.09672306888805232
153,0.10976565,0,33,3) common (21-100),0.0810300635,0.06683978358487445
154,0.029735401,1,0,1) very rare (1-5),0.053770672250000005,0.01203180388461789
155,0.70750237,0,33,3) common (21-100),0.38487287249999996,0.06089087980321
156,0.8754085,0,9,2) rare (6-20),0.91191744,0.03219879929619737
157,0.8663443,1,8,2) rare (6-20),0.9442318999999999,0.032180957860433554
158,0.9638964,0,39,3) common (21-100),0.9562214875,0.018637180523841806
159,0.39652374,1,4,1) very rare (1-5),0.4094115475,0.07169832187154779
160,0.23586641,0,10,2) rare (6-20),0.302039445,0.14999877881529927
161,0.08919836,1,0,1) very rare (1-5),0.09137930699999999,0.03358955710755572
162,0.0798964,1,76,3) common (21-100),0.15689683875,0.07759448483999543
163,0.47604942,1,4,1) very rare (1-5),0.3312711625,0.07767565190022044
164,0.19346814,1,160,4) very common (100+),0.10909966499999998,0.03687904875190146
165,0.06643282,1,4,1) very rare (1-5),0.103786035,0.0357466273973745
166,0.83937776,1,7,2) rare (6-20),0.7385977100000001,0.06699184308114908
167,0.22149202,0,4,1) very rare (1-5),0.2080482975,0.14498316814686926
168,0.3449928,0,223,4) very common (100+),0.4302255925,0.11192470612415215
169,0.22019367,1,8,2) rare (6-20),0.2824588075,0.06342284131590226
170,0.3020221,1,0,1) very rare (1-5),0.2989960625,0.09212270632990933
171,0.12644479,1,26,3) common (21-100),0.21369585749999997,0.06974608539280013
172,0.7874531,0,1290,4) very common (100+),0.58353676,0.12263702311918455
173,0.82438904,0,105,4) very common (100+),0.658690915,0.13175574200178344
174,0.54411346,1,1,1) very rare (1-5),0.364228255,0.17791681119178515
175,0.2923501,1,2,1) very rare (1-5),0.2069510075,0.07784569168676979
176,0.5077839,1,15,2) rare (6-20),0.48491319000000005,0.17012082206347143
177,0.4788423,0,102,4) very common (100+),0.40392176,0.08520537334017968
178,0.8872374,0,1070,4) very common (100+),0.911147715,0.04411347877822236
179,0.91631335,0,15,2) rare (6-20),0.8567104625,0.05101807131256748
180,0.70586,0,1070,4) very common (100+),0.7814067225000001,0.010411822333536002
181,0.5848703,0,79,3) common (21-100),0.551091645,0.14352834206467124
182,0.79186845,1,1070,4) very common (100+),0.6331105499999999,0.09442328350246829
183,0.09220985,1,36,3) common (21-100),0.10354692,0.034980967067411814
184,0.6587446,0,66,3) common (21-100),0.6742920399999999,0.11272662342945788
185,0.8817082,0,1070,4) very common (100+),0.7370889,0.09068323822595331
186,0.9989712,0,211,4) very common (100+),0.995833425,0.00256663619975152
187,0.2828201,1,81,3) common (21-100),0.5459831975,0.19489726944626526
188,0.057560023,1,10,2) rare (6-20),0.06404596574999999,0.03159266722498037
189,0.3449249,1,1,1) very rare (1-5),0.24934435,0.05617584453746512
190,0.8734323,0,1070,4) very common (100+),0.9537849749999999,0.02081354811227233
191,0.08093505,1,2,1) very rare (1-5),0.039624153,0.015336292391185346
192,0.2811334,1,20,2) rare (6-20),0.48448555499999996,0.12896744863318116
193,0.2755914,0,5,1) very rare (1-5),0.2664872275,0.19524236298638706
194,0.40318602,0,4,1) very rare (1-5),0.2883018725,0.14623781713528264
195,0.59473777,0,4,1) very rare (1-5),0.54575513,0.08263920546213947
196,0.69181645,0,6,2) rare (6-20),0.6228867325,0.15633451764233539
197,0.5494379,1,45,3) common (21-100),0.6902212600000001,0.08459461430738838
198,0.7540757,1,108,4) very common (100+),0.5676334199999999,0.07877186440980942
199,0.5629197,0,44,3) common (21-100),0.24940995249999998,0.08930397039161568
200,0.8348916,1,30,3) common (21-100),0.5924442999999999,0.17105799302302419
201,0.2382071,1,96,3) common (21-100),0.31391280749999995,0.05525989783596888
202,0.84518915,0,70,3) common (21-100),0.9010495825,0.05759481112930156
203,0.41723666,1,0,1) very rare (1-5),0.2468494345,0.17535548059116193
204,0.022716122,1,2,1) very rare (1-5),0.0785080075,0.06440071668726509
205,0.09618426,1,2,1) very rare (1-5),0.24659487,0.06062187889933056
206,0.59063363,1,372,4) very common (100+),0.4882490825,0.14006976105872534
207,0.74909216,1,0,1) very rare (1-5),0.61899145,0.1431389554008562
208,0.1384008,1,11,2) rare (6-20),0.27355448125,0.11129616421255037
209,0.28610653,1,0,1) very rare (1-5),0.27596246750000003,0.11460923120879953
210,0.33197823,0,274,4) very common (100+),0.49352408249999996,0.17704210029040246
211,0.5088654,0,99,3) common (21-100),0.8055506875,0.05742518477317223
212,0.4749833,1,5,1) very rare (1-5),0.1524858965,0.041754075907201885
213,0.9740001,0,1290,4) very common (100+),0.9018868250000001,0.015364778863381837
214,0.68349636,0,5,1) very rare (1-5),0.512787195,0.07274399574440096
215,0.1261732,1,1,1) very rare (1-5),0.2019853825,0.04057645405316388
216,0.7267579,0,121,4) very common (100+),0.7605108749999999,0.15318492594906938
217,0.32875648,1,1,1) very rare (1-5),0.5071102525,0.07484022998797414
218,0.70877934,0,118,4) very common (100+),0.6942806475000001,0.12942984850710584
219,0.9901708,0,118,4) very common (100+),0.98054168,0.0038585545798199995
220,0.31863317,1,1,1) very rare (1-5),0.47176035250000004,0.19055078077048665
221,0.63269895,0,6,2) rare (6-20),0.47884379,0.10976818425502743
222,0.17026137,1,4,1) very rare (1-5),0.29673856,0.10190089361895141
223,0.4679612,0,4,1) very rare (1-5),0.218404835,0.06559057844992316
224,0.24659385,1,1,1) very rare (1-5),0.155936039,0.1312773130900352
225,0.8590709,0,1290,4) very common (100+),0.820367175,0.08464466706241376
226,0.4098826,1,9,2) rare (6-20),0.539874075,0.09693597871328956
227,0.90697056,0,8,2) rare (6-20),0.6820540125,0.11074269269386565
228,0.6030623,1,9,2) rare (6-20),0.4033292975,0.16256040977310257
229,0.82078147,1,237,4) very common (100+),0.59961111,0.15137908597205266
230,0.8101224,0,261,4) very common (100+),0.7690981550000001,0.04559478885468466
231,0.26669005,1,3,1) very rare (1-5),0.3349370275,0.2192316146747872
232,0.18271932,1,3,1) very rare (1-5),0.09245194225,0.057860801780088345
233,0.88836616,0,108,4) very common (100+),0.866131425,0.053248509040112316
234,0.71641225,0,118,4) very common (100+),0.6104082275,0.12876607523459455
235,0.18043913,1,9,2) rare (6-20),0.072006269,0.024737959081901014
236,0.47529948,1,20,2) rare (6-20),0.312104265,0.051314732309911015
237,0.3167991,1,22,3) common (21-100),0.35972835000000003,0.06832443773022141
238,0.031634375,1,3,1) very rare (1-5),0.043066950250000006,0.013017139555435217
239,0.64950615,1,145,4) very common (100+),0.517526375,0.18271023875381717
240,0.83390903,1,84,3) common (21-100),0.8321408625,0.1194678244769533
241,0.47878438,1,33,3) common (21-100),0.46730276,0.0693874802377911
242,0.873399,1,8,2) rare (6-20),0.920483765,0.038888991163894625
243,0.24284656,1,1,1) very rare (1-5),0.11248142124999999,0.041432614862550975
244,0.09586506,1,39,3) common (21-100),0.131398205,0.04913406998874432
245,0.7193465,0,1070,4) very common (100+),0.7378461625,0.1132301371517615
246,0.8233908,0,1070,4) very common (100+),0.9291084775,0.035913983495694544
247,0.859089,0,39,3) common (21-100),0.78155929,0.031494716799541946
248,0.37888986,0,3,1) very rare (1-5),0.28458303499999993,0.10472300897952763
249,0.7812957,0,92,3) common (21-100),0.8207291125,0.10381805987434446
250,0.34342298,1,0,1) very rare (1-5),0.15928866249999998,0.047525400093121985
251,0.14449713,1,2,1) very rare (1-5),0.24836482,0.05956126240906668
252,0.30848604,1,5,1) very rare (1-5),0.3507983625,0.06038238177470908
253,0.9410009,0,421,4) very common (100+),0.90324778,0.05111195396117188
254,0.27473357,1,0,1) very rare (1-5),0.19287016149999997,0.05397271437398101
255,0.11776385,0,0,1) very rare (1-5),0.304186125,0.20436697786927766
256,0.45829055,1,16,2) rare (6-20),0.5904710975,0.16209937370982383
257,0.5080793,1,0,1) very rare (1-5),0.18766437249999998,0.02686742046037113
258,0.53525245,1,1070,4) very common (100+),0.47285545249999994,0.0828502173531444
259,0.26352817,1,14,2) rare (6-20),0.09927832575,0.029352323267171618
260,0.7637909,0,47,3) common (21-100),0.94003236,0.024982359694269256
261,0.41063625,1,0,1) very rare (1-5),0.5698120124999999,0.09505486744817684
262,0.023060905,1,18,2) rare (6-20),0.19214618125,0.10520773576886067
263,0.951112,0,700,4) very common (100+),0.9881894474999999,0.005780192685825339
264,0.78803045,1,79,3) common (21-100),0.761917275,0.05143648376018597
265,0.94190747,0,178,4) very common (100+),0.917803885,0.045576018738956094
266,0.9021577,0,261,4) very common (100+),0.8732351675000001,0.0500102118087963
267,0.8422887,0,105,4) very common (100+),0.8494221049999999,0.06959474136781334
268,0.5366657,0,5,1) very rare (1-5),0.52280185,0.04404833768013782
269,0.71146935,0,2,1) very rare (1-5),0.7095828275,0.09101789152382495
270,0.20019425,1,0,1) very rare (1-5),0.057898369000000005,0.022405172170309004
271,0.045173172,1,6,2) rare (6-20),0.112139251,0.059514106195486735
272,0.8198694,0,19,2) rare (6-20),0.6344474,0.18564660638201821
273,0.30172768,1,0,1) very rare (1-5),0.438195365,0.11731060596346211
274,0.1712551,1,3,1) very rare (1-5),0.13178829625,0.05569107293326254
275,0.51496726,0,372,4) very common (100+),0.8808055625000001,0.07021757267245653
276,0.6327169,0,2,1) very rare (1-5),0.5756781575000001,0.03900961041017547
277,0.90845275,0,1070,4) very common (100+),0.908216605,0.02775821228341758
278,0.13142483,1,58,3) common (21-100),0.1387806885,0.047946832714024466
279,0.19511983,1,372,4) very common (100+),0.3629814375,0.08915941249149478
280,0.87616813,0,1290,4) very common (100+),0.7596406575000001,0.16410803893995385
281,0.73115695,1,0,1) very rare (1-5),0.5365138375,0.11958297312959826
282,0.07707058,0,4,1) very rare (1-5),0.114675512,0.05256092016380481
283,0.5390167,1,58,3) common (21-100),0.5213398575,0.140570502490757
284,0.565254,0,5,1) very rare (1-5),0.5169979525,0.1565659662386943
285,0.86053485,1,66,3) common (21-100),0.8351295525,0.09865637237640187
286,0.7524422,0,52,3) common (21-100),0.679709005,0.21507295878069682
287,0.5776526,1,178,4) very common (100+),0.73777459,0.11093384873323966
288,0.9053327,0,5,1) very rare (1-5),0.7840811875,0.09091902601445952
289,0.95027727,0,29,3) common (21-100),0.8438646725,0.05786811073547564
290,0.39991662,0,1290,4) very common (100+),0.5359874474999999,0.07346264895811865
291,0.6856123,1,7,2) rare (6-20),0.7081421750000001,0.11095567239096826
292,0.90535915,0,105,4) very common (100+),0.9177227849999999,0.0707329041089483
293,0.7703498,0,24,3) common (21-100),0.715624295,0.1661875549697805
294,0.852908,0,94,3) common (21-100),0.8924269749999999,0.03142117405277329
295,0.78914106,1,0,1) very rare (1-5),0.8022535525000001,0.17445239917503821
296,0.3245103,1,2,1) very rare (1-5),0.6541569349999999,0.18714801092426198
297,0.49256542,0,23,3) common (21-100),0.40602118249999997,0.17342567753725635
298,0.89656526,0,1070,4) very common (100+),0.80394366,0.06349058977634245
299,0.7861144,0,79,3) common (21-100),0.6990954,0.15815343033301807
300,0.08626693,1,0,1) very rare (1-5),0.2890072425,0.10153187835374622
301,0.33993793,1,5,1) very rare (1-5),0.2236576135,0.12303708780785363
302,0.36032107,1,134,4) very common (100+),0.3005041375,0.11662230955792902
303,0.3696039,1,700,4) very common (100+),0.37760816499999994,0.11839355207524996
304,0.21204582,1,0,1) very rare (1-5),0.11610498,0.011846297931427776
305,0.019164234,1,1,1) very rare (1-5),0.023365751749999997,0.005762345163242321
306,0.8507047,0,6,2) rare (6-20),0.6544781450000001,0.09764766668509714
307,0.104110576,1,0,1) very rare (1-5),0.08370151749999999,0.0187258172625621
308,0.55085194,0,13,2) rare (6-20),0.4620664875,0.12521395841309135
309,0.62642455,1,1,1) very rare (1-5),0.617516575,0.10244295569426373
310,0.87925446,0,11,2) rare (6-20),0.69438975,0.05487295379189551
311,0.306267,0,1,1) very rare (1-5),0.55257208,0.2163288975560399
312,0.39771986,1,107,4) very common (100+),0.25700529,0.10510821598166126
313,0.29593897,1,28,3) common (21-100),0.4199341875,0.08400837332146818
314,0.936943,0,99,3) common (21-100),0.9494405374999999,0.014194355895714961
315,0.8924433,1,5,1) very rare (1-5),0.9476397000000001,0.03557219341994878
316,0.8663644,0,4,1) very rare (1-5),0.8451642524999999,0.09050381128136684
317,0.5827305,1,0,1) very rare (1-5),0.2696317675,0.1893209498620091
318,0.5219084,0,23,3) common (21-100),0.36352907999999995,0.12067363016568285
319,0.78987896,0,6,2) rare (6-20),0.7501537250000001,0.05808356804271867
320,0.6336517,1,268,4) very common (100+),0.5008559925,0.10206197601343445
321,0.9212898,0,76,3) common (21-100),0.8227890875000001,0.17354941551548214
322,0.9444213,0,12,2) rare (6-20),0.9191868375,0.02446166062477603
323,0.31373644,1,79,3) common (21-100),0.38319489250000005,0.1004934383241882
324,0.6440674,0,6,2) rare (6-20),0.353213575,0.05024673152977838
325,0.6726977,1,105,4) very common (100+),0.6192874150000001,0.07226626251905292
326,0.98303485,0,182,4) very common (100+),0.9724808524999999,0.00695088931873965
327,0.86232555,1,106,4) very common (100+),0.3850151,0.08455947273318937
328,0.065206654,1,274,4) very common (100+),0.13657672675000002,0.07574980328380254
329,0.3193638,1,39,3) common (21-100),0.422775805,0.08311847087087759
330,0.20737252,1,268,4) very common (100+),0.1998378535,0.12221717983725514
331,0.97264963,0,1290,4) very common (100+),0.7907848325,0.047527920680976256
332,0.84742224,0,10,2) rare (6-20),0.8859770825,0.0272405497287485
333,0.690961,0,106,4) very common (100+),0.63839168,0.12391169460866959
334,0.21911721,1,2,1) very rare (1-5),0.169391219,0.059564490554753456
335,0.92521185,0,4,1) very rare (1-5),0.687541825,0.12153293239310436
336,0.24849746,0,1,1) very rare (1-5),0.2888868125,0.05178720759245635
337,0.79426664,0,14,2) rare (6-20),0.65386326,0.07979696641646099
338,0.91419905,1,0,1) very rare (1-5),0.750107125,0.08146130209879184
339,0.104008526,1,3,1) very rare (1-5),0.2094956975,0.05856075439847338
340,0.4286599,1,1070,4) very common (100+),0.68000021,0.04650887822944451
341,0.83742946,0,1290,4) very common (100+),0.6636725699999999,0.15400471755207973
342,0.8449371,1,38,3) common (21-100),0.7923312800000001,0.102498770458586
343,0.75538844,1,23,3) common (21-100),0.6345401074999999,0.1623467618947085
344,0.9208183,0,372,4) very common (100+),0.7198502925,0.06736532173759115
345,0.3299123,1,1,1) very rare (1-5),0.402714025,0.15914869491917197
346,0.8903096,0,700,4) very common (100+),0.8688752675,0.08210193482213111
347,0.6031834,0,121,4) very common (100+),0.5906843825,0.13425231696784912
348,0.132598,0,58,3) common (21-100),0.1577475525,0.04896843981073543
349,0.8682098,0,3,1) very rare (1-5),0.68458591,0.120901056049901
350,0.8384063,1,268,4) very common (100+),0.53404127,0.08975622295819326
351,0.8986339,0,13,2) rare (6-20),0.7902052850000001,0.04749836259425871
352,0.1642318,1,0,1) very rare (1-5),0.25705563,0.09075576601080369
353,0.9753514,0,85,3) common (21-100),0.9758877675,0.011526154652587684
354,0.3748237,0,2,1) very rare (1-5),0.33904318,0.05615327318932175
355,0.1139155,1,0,1) very rare (1-5),0.16377573999999998,0.07746849069197907
356,0.35957888,0,49,3) common (21-100),0.55346379,0.10031305674445826
357,0.90365374,0,700,4) very common (100+),0.88527047,0.04450267835147567
358,0.7183324,0,46,3) common (21-100),0.7737410549999999,0.09227691833929991
359,0.8772586,1,1,1) very rare (1-5),0.4729009675,0.3078895696153098
360,0.17102009,1,23,3) common (21-100),0.33214967500000003,0.11153166978484934
361,0.47171602,1,81,3) common (21-100),0.6145196675,0.13190057728246368
362,0.95767677,0,1070,4) very common (100+),0.80463927,0.09820067507956806
363,0.6396591,0,108,4) very common (100+),0.5772870299999999,0.09141720244858569
364,0.44357634,0,1290,4) very common (100+),0.408263635,0.08538876915818981
365,0.6454857,1,58,3) common (21-100),0.6260638475,0.059222824714000845
366,0.24150552,1,4,1) very rare (1-5),0.1912066125,0.052459192952165855
367,0.60759217,0,145,4) very common (100+),0.34500373250000005,0.22434818420615213
368,0.5106713,0,1290,4) very common (100+),0.553736325,0.07397339247903177
369,0.038507998,1,0,1) very rare (1-5),0.04374771175,0.03209116637043893
370,0.6449995,1,16,2) rare (6-20),0.8105061850000002,0.05682139815975733
371,0.1125171,1,1,1) very rare (1-5),0.1180468775,0.02199310946512154
