mol_idx,top_score,uq,error,frequency,tier
56,0.81997424,0.18002576,1,1,1) very rare (1-5)
57,0.262617,0.737383,1,274,4) very common (100+)
58,0.04677041,0.9532296,1,14,2) rare (6-20)
59,0.58131653,0.41868347,1,2,1) very rare (1-5)
60,0.08485182,0.9151482,0,1,1) very rare (1-5)
61,0.47911412,0.5208859,1,2,1) very rare (1-5)
62,0.3687036,0.6312964,1,123,4) very common (100+)
63,0.11330196,0.886698,1,1,1) very rare (1-5)
64,0.6346695,0.36533052,1,30,3) common (21-100)
65,0.9713259,0.028674126,0,15,2) rare (6-20)
66,0.54635334,0.45364666,0,6,2) rare (6-20)
67,0.60594785,0.39405215,1,13,2) rare (6-20)
68,0.99578744,0.0042125583,0,274,4) very common (100+)
69,0.23187321,0.7681268,1,0,1) very rare (1-5)
70,0.48366526,0.5163348,0,5,1) very rare (1-5)
71,0.1894448,0.8105552,1,14,2) rare (6-20)
72,0.066321604,0.9336784,1,2,1) very rare (1-5)
73,0.18852359,0.8114764,1,142,4) very common (100+)
74,0.07689468,0.9231053,1,0,1) very rare (1-5)
75,0.33327588,0.6667241,1,81,3) common (21-100)
76,0.25132063,0.7486794,1,30,3) common (21-100)
77,0.7556961,0.24430388,1,4,1) very rare (1-5)
78,0.18846552,0.81153446,0,2,1) very rare (1-5)
79,0.32929528,0.6707047,1,1070,4) very common (100+)
80,0.6500819,0.34991813,1,1,1) very rare (1-5)
81,0.100557886,0.89944214,1,0,1) very rare (1-5)
82,0.08824368,0.91175634,1,3,1) very rare (1-5)
83,0.6880477,0.3119523,1,1290,4) very common (100+)
84,0.17297997,0.82702005,1,1,1) very rare (1-5)
85,0.41127947,0.58872056,1,19,2) rare (6-20)
86,0.17875378,0.8212462,1,75,3) common (21-100)
87,0.011419056,0.98858094,1,24,3) common (21-100)
88,0.42681327,0.57318676,1,0,1) very rare (1-5)
89,0.32357898,0.67642105,0,106,4) very common (100+)
90,0.3480148,0.65198517,1,81,3) common (21-100)
91,0.39965513,0.6003449,0,2,1) very rare (1-5)
92,0.25899324,0.74100673,1,6,2) rare (6-20)
93,0.95534384,0.044656157,1,146,4) very common (100+)
94,0.93945134,0.060548663,1,3,1) very rare (1-5)
95,0.7680475,0.23195249,0,1290,4) very common (100+)
96,0.20373228,0.79626775,1,26,3) common (21-100)
97,0.0652521,0.9347479,1,15,2) rare (6-20)
98,0.20329478,0.79670525,1,107,4) very common (100+)
99,0.904493,0.095507026,1,1070,4) very common (100+)
100,0.66251355,0.33748645,1,96,3) common (21-100)
101,0.09318598,0.90681404,1,1,1) very rare (1-5)
102,0.42223123,0.5777688,0,118,4) very common (100+)
103,0.36717063,0.63282937,0,0,1) very rare (1-5)
104,0.8022133,0.19778669,1,54,3) common (21-100)
105,0.81553876,0.18446124,0,1290,4) very common (100+)
106,0.9962501,0.003749907,0,89,3) common (21-100)
107,0.15403846,0.8459616,1,20,2) rare (6-20)
108,0.7636897,0.2363103,0,66,3) common (21-100)
109,0.28874582,0.7112542,1,9,2) rare (6-20)
110,0.97393554,0.026064456,1,89,3) common (21-100)
111,0.39336148,0.60663855,1,16,2) rare (6-20)
112,0.10368206,0.89631796,1,0,1) very rare (1-5)
113,0.71155,0.28845,0,43,3) common (21-100)
114,0.24119523,0.7588048,1,111,4) very common (100+)
115,0.6467487,0.35325128,0,145,4) very common (100+)
116,0.038436797,0.9615632,1,1,1) very rare (1-5)
117,0.9250834,0.0749166,0,70,3) common (21-100)
118,0.4636761,0.5363239,1,94,3) common (21-100)
119,0.91408515,0.08591485,0,123,4) very common (100+)
120,0.16503388,0.8349661,1,33,3) common (21-100)
121,0.6652436,0.33475637,1,0,1) very rare (1-5)
122,0.6612267,0.3387733,1,0,1) very rare (1-5)
123,0.897862,0.10213798,0,700,4) very common (100+)
124,0.52419126,0.47580874,1,37,3) common (21-100)
125,0.7367052,0.26329482,0,52,3) common (21-100)
126,0.072908826,0.9270912,1,0,1) very rare (1-5)
127,0.3967709,0.6032291,1,2,1) very rare (1-5)
128,0.033334382,0.9666656,1,0,1) very rare (1-5)
129,0.50453126,0.49546874,0,106,4) very common (100+)
130,0.9415335,0.058466494,1,11,2) rare (6-20)
131,0.5476865,0.45231348,1,2,1) very rare (1-5)
132,0.8909836,0.10901642,0,6,2) rare (6-20)
133,0.68776596,0.31223404,0,1,1) very rare (1-5)
134,0.99387336,0.006126642,0,274,4) very common (100+)
135,0.1309002,0.8690998,1,0,1) very rare (1-5)
136,0.9290139,0.07098609,0,78,3) common (21-100)
137,0.8057801,0.19421989,1,0,1) very rare (1-5)
138,0.4421479,0.5578521,1,1290,4) very common (100+)
139,0.5572099,0.4427901,1,1070,4) very common (100+)
140,0.9861479,0.013852119,0,343,4) very common (100+)
141,0.7122683,0.2877317,0,74,3) common (21-100)
142,0.6354513,0.36454868,0,66,3) common (21-100)
143,0.297422,0.702578,1,2,1) very rare (1-5)
144,0.35191137,0.64808863,1,13,2) rare (6-20)
145,0.4691172,0.53088284,1,5,1) very rare (1-5)
146,0.5573103,0.44268972,1,166,4) very common (100+)
147,0.014076538,0.98592347,0,3,1) very rare (1-5)
148,0.12643702,0.873563,1,1,1) very rare (1-5)
149,0.658909,0.34109098,0,33,3) common (21-100)
150,0.7277813,0.2722187,0,178,4) very common (100+)
151,0.42598718,0.5740128,0,5,1) very rare (1-5)
152,0.48060524,0.51939476,0,1290,4) very common (100+)
153,0.083340675,0.91665936,0,33,3) common (21-100)
154,0.08206625,0.91793376,1,0,1) very rare (1-5)
155,0.37262163,0.62737834,0,33,3) common (21-100)
156,0.9437772,0.056222796,0,9,2) rare (6-20)
157,0.9705721,0.029427886,1,8,2) rare (6-20)
158,0.91021514,0.08978486,0,39,3) common (21-100)
159,0.24277471,0.7572253,1,4,1) very rare (1-5)
160,0.6314699,0.3685301,0,10,2) rare (6-20)
161,0.059223138,0.9407769,1,0,1) very rare (1-5)
162,0.16711129,0.8328887,1,76,3) common (21-100)
163,0.34836236,0.6516377,0,4,1) very rare (1-5)
164,0.11575594,0.8842441,1,160,4) very common (100+)
165,0.11643161,0.8835684,1,4,1) very rare (1-5)
166,0.8986419,0.101358116,1,7,2) rare (6-20)
167,0.40282112,0.5971789,0,4,1) very rare (1-5)
168,0.464494,0.535506,0,223,4) very common (100+)
169,0.5747259,0.42527407,0,8,2) rare (6-20)
170,0.1334152,0.8665848,1,0,1) very rare (1-5)
171,0.25238094,0.74761903,1,26,3) common (21-100)
172,0.5553839,0.44461608,1,1290,4) very common (100+)
173,0.8130392,0.18696082,0,105,4) very common (100+)
174,0.4228594,0.57714057,1,1,1) very rare (1-5)
175,0.46044794,0.5395521,1,2,1) very rare (1-5)
176,0.3417233,0.6582767,1,15,2) rare (6-20)
177,0.2135924,0.7864076,0,102,4) very common (100+)
178,0.92812234,0.07187766,0,1070,4) very common (100+)
179,0.90560925,0.09439075,0,15,2) rare (6-20)
180,0.8063536,0.19364637,0,1070,4) very common (100+)
181,0.39726585,0.60273415,0,79,3) common (21-100)
182,0.718169,0.28183103,1,1070,4) very common (100+)
183,0.0831937,0.9168063,1,36,3) common (21-100)
184,0.58537036,0.41462964,0,66,3) common (21-100)
185,0.67324895,0.32675105,0,1070,4) very common (100+)
186,0.9985273,0.0014727116,0,211,4) very common (100+)
187,0.42506757,0.57493246,1,81,3) common (21-100)
188,0.100184366,0.8998156,1,10,2) rare (6-20)
189,0.29403988,0.70596015,0,1,1) very rare (1-5)
190,0.9756422,0.024357796,0,1070,4) very common (100+)
191,0.074819855,0.92518014,1,2,1) very rare (1-5)
192,0.30090368,0.6990963,1,20,2) rare (6-20)
193,0.20792195,0.792078,1,5,1) very rare (1-5)
194,0.28149232,0.71850765,1,4,1) very rare (1-5)
195,0.7129719,0.28702807,0,4,1) very rare (1-5)
196,0.61456996,0.38543004,0,6,2) rare (6-20)
197,0.80740994,0.19259006,1,45,3) common (21-100)
198,0.5981526,0.40184742,1,108,4) very common (100+)
199,0.26498216,0.73501784,0,44,3) common (21-100)
200,0.7019389,0.29806107,1,30,3) common (21-100)
201,0.42947856,0.5705215,1,96,3) common (21-100)
202,0.8958493,0.10415071,0,70,3) common (21-100)
203,0.112679616,0.8873204,1,0,1) very rare (1-5)
204,0.056088604,0.9439114,1,2,1) very rare (1-5)
205,0.16860582,0.8313942,1,2,1) very rare (1-5)
206,0.14638786,0.8536121,1,372,4) very common (100+)
207,0.8214035,0.1785965,1,0,1) very rare (1-5)
208,0.12786673,0.87213326,1,11,2) rare (6-20)
209,0.5127053,0.48729467,1,0,1) very rare (1-5)
210,0.450168,0.549832,0,274,4) very common (100+)
211,0.8908022,0.109197795,0,99,3) common (21-100)
212,0.26478642,0.7352136,1,5,1) very rare (1-5)
213,0.77011544,0.22988456,0,1290,4) very common (100+)
214,0.7285071,0.2714929,0,5,1) very rare (1-5)
215,0.20703082,0.79296917,1,1,1) very rare (1-5)
216,0.70415807,0.29584193,0,121,4) very common (100+)
217,0.74912846,0.25087154,1,1,1) very rare (1-5)
218,0.8397343,0.16026568,0,118,4) very common (100+)
219,0.9637695,0.036230505,0,118,4) very common (100+)
220,0.3666293,0.6333707,1,1,1) very rare (1-5)
221,0.8105308,0.18946922,0,6,2) rare (6-20)
222,0.38157097,0.61842906,1,4,1) very rare (1-5)
223,0.1789698,0.8210302,0,4,1) very rare (1-5)
224,0.15180434,0.8481957,1,1,1) very rare (1-5)
225,0.8118271,0.18817288,0,1290,4) very common (100+)
226,0.5917213,0.4082787,1,9,2) rare (6-20)
227,0.6475755,0.3524245,0,8,2) rare (6-20)
228,0.22926667,0.77073336,1,9,2) rare (6-20)
229,0.6448442,0.35515583,1,237,4) very common (100+)
230,0.5176224,0.4823776,0,261,4) very common (100+)
231,0.23404264,0.76595736,1,3,1) very rare (1-5)
232,0.2615331,0.73846686,1,3,1) very rare (1-5)
233,0.74511284,0.25488716,0,108,4) very common (100+)
234,0.49035737,0.5096426,0,118,4) very common (100+)
235,0.093970194,0.9060298,1,9,2) rare (6-20)
236,0.322869,0.677131,1,20,2) rare (6-20)
237,0.3623099,0.63769007,0,22,3) common (21-100)
238,0.031994715,0.9680053,1,3,1) very rare (1-5)
239,0.3714029,0.62859714,1,145,4) very common (100+)
240,0.93775827,0.062241733,1,84,3) common (21-100)
241,0.55133814,0.44866186,1,33,3) common (21-100)
242,0.9592217,0.04077828,1,8,2) rare (6-20)
243,0.107325464,0.89267457,1,1,1) very rare (1-5)
244,0.08271623,0.9172838,1,39,3) common (21-100)
245,0.9203201,0.07967991,0,1070,4) very common (100+)
246,0.95570993,0.044290066,0,1070,4) very common (100+)
247,0.5961553,0.4038447,0,39,3) common (21-100)
248,0.2440307,0.7559693,0,3,1) very rare (1-5)
249,0.9588274,0.041172624,0,92,3) common (21-100)
250,0.46734384,0.5326562,1,0,1) very rare (1-5)
251,0.23932567,0.76067436,1,2,1) very rare (1-5)
252,0.2973417,0.7026583,1,5,1) very rare (1-5)
253,0.9472503,0.052749693,0,421,4) very common (100+)
254,0.1283482,0.87165177,1,0,1) very rare (1-5)
255,0.053012688,0.94698733,1,0,1) very rare (1-5)
256,0.2824685,0.7175315,1,16,2) rare (6-20)
257,0.74223125,0.25776875,1,0,1) very rare (1-5)
258,0.53879744,0.46120256,0,1070,4) very common (100+)
259,0.086957544,0.9130424,0,14,2) rare (6-20)
260,0.84739006,0.15260994,0,47,3) common (21-100)
261,0.31329843,0.68670154,1,0,1) very rare (1-5)
262,0.23701113,0.76298887,0,18,2) rare (6-20)
263,0.9865143,0.01348573,0,700,4) very common (100+)
264,0.76518923,0.23481077,1,79,3) common (21-100)
265,0.91736364,0.08263636,0,178,4) very common (100+)
266,0.80954194,0.19045806,0,261,4) very common (100+)
267,0.5948855,0.40511447,0,105,4) very common (100+)
268,0.70251,0.29749,0,5,1) very rare (1-5)
269,0.8838406,0.11615938,0,2,1) very rare (1-5)
270,0.05740444,0.94259554,1,0,1) very rare (1-5)
271,0.1561941,0.8438059,1,6,2) rare (6-20)
272,0.8520328,0.14796722,0,19,2) rare (6-20)
273,0.45518884,0.5448111,1,0,1) very rare (1-5)
274,0.065157905,0.9348421,1,3,1) very rare (1-5)
275,0.7534609,0.24653912,0,372,4) very common (100+)
276,0.62199914,0.37800086,1,2,1) very rare (1-5)
277,0.97606045,0.02393955,0,1070,4) very common (100+)
278,0.109995835,0.89000416,1,58,3) common (21-100)
279,0.39070588,0.6092941,0,372,4) very common (100+)
280,0.70220184,0.29779816,0,1290,4) very common (100+)
281,0.703169,0.296831,1,0,1) very rare (1-5)
282,0.251896,0.748104,1,4,1) very rare (1-5)
283,0.6180267,0.38197333,1,58,3) common (21-100)
284,0.6508372,0.34916282,0,5,1) very rare (1-5)
285,0.57712257,0.42287743,1,66,3) common (21-100)
286,0.74228805,0.25771195,0,52,3) common (21-100)
287,0.7907933,0.2092067,1,178,4) very common (100+)
288,0.9295928,0.07040721,0,5,1) very rare (1-5)
289,0.9496351,0.05036491,0,29,3) common (21-100)
290,0.31925815,0.68074185,0,1290,4) very common (100+)
291,0.7948573,0.20514268,1,7,2) rare (6-20)
292,0.9802855,0.019714475,0,105,4) very common (100+)
293,0.7259344,0.2740656,1,24,3) common (21-100)
294,0.8843846,0.11561543,0,94,3) common (21-100)
295,0.93849045,0.06150955,1,0,1) very rare (1-5)
296,0.59412247,0.40587753,1,2,1) very rare (1-5)
297,0.4664621,0.53353786,0,23,3) common (21-100)
298,0.90108734,0.09891266,0,1070,4) very common (100+)
299,0.9127355,0.08726448,0,79,3) common (21-100)
300,0.57351655,0.42648345,1,0,1) very rare (1-5)
301,0.24472994,0.75527006,1,5,1) very rare (1-5)
302,0.24837458,0.7516254,1,134,4) very common (100+)
303,0.08879524,0.91120476,1,700,4) very common (100+)
304,0.1971767,0.8028233,1,0,1) very rare (1-5)
305,0.045134142,0.9548659,1,1,1) very rare (1-5)
306,0.75640196,0.24359804,0,6,2) rare (6-20)
307,0.13643116,0.86356884,1,0,1) very rare (1-5)
308,0.33454496,0.66545504,0,13,2) rare (6-20)
309,0.46928588,0.53071415,1,1,1) very rare (1-5)
310,0.6228005,0.37719947,0,11,2) rare (6-20)
311,0.35603064,0.64396936,0,1,1) very rare (1-5)
312,0.26370817,0.7362918,1,107,4) very common (100+)
313,0.58179045,0.41820955,1,28,3) common (21-100)
314,0.7384077,0.26159233,0,99,3) common (21-100)
315,0.94613385,0.053866148,1,5,1) very rare (1-5)
316,0.62190294,0.37809706,0,4,1) very rare (1-5)
317,0.28854242,0.7114576,1,0,1) very rare (1-5)
318,0.5966464,0.40335357,0,23,3) common (21-100)
319,0.7098743,0.29012573,0,6,2) rare (6-20)
320,0.4329513,0.56704867,1,268,4) very common (100+)
321,0.9199415,0.080058515,0,76,3) common (21-100)
322,0.9582214,0.041778624,0,12,2) rare (6-20)
323,0.31087148,0.6891285,1,79,3) common (21-100)
324,0.5063587,0.49364132,0,6,2) rare (6-20)
325,0.6706744,0.32932562,1,105,4) very common (100+)
326,0.9825057,0.01749432,0,182,4) very common (100+)
327,0.7176472,0.2823528,1,106,4) very common (100+)
328,0.23557788,0.7644221,1,274,4) very common (100+)
329,0.29267752,0.7073225,1,39,3) common (21-100)
330,0.13507338,0.86492664,1,268,4) very common (100+)
331,0.80329436,0.19670564,0,1290,4) very common (100+)
332,0.9040593,0.09594071,0,10,2) rare (6-20)
333,0.59656805,0.40343195,0,106,4) very common (100+)
334,0.10725865,0.8927413,1,2,1) very rare (1-5)
335,0.87995046,0.120049536,0,4,1) very rare (1-5)
336,0.31645486,0.6835451,1,1,1) very rare (1-5)
337,0.62162894,0.37837106,0,14,2) rare (6-20)
338,0.8726112,0.12738878,1,0,1) very rare (1-5)
339,0.07811057,0.9218894,1,3,1) very rare (1-5)
340,0.8364063,0.16359371,1,1070,4) very common (100+)
341,0.7813103,0.21868968,0,1290,4) very common (100+)
342,0.8062149,0.19378507,1,38,3) common (21-100)
343,0.7789073,0.2210927,1,23,3) common (21-100)
344,0.7395887,0.26041132,0,372,4) very common (100+)
345,0.20847896,0.7915211,1,1,1) very rare (1-5)
346,0.93507046,0.064929545,0,700,4) very common (100+)
347,0.82855463,0.17144537,0,121,4) very common (100+)
348,0.16047029,0.8395297,1,58,3) common (21-100)
349,0.8307878,0.16921222,0,3,1) very rare (1-5)
350,0.39790398,0.602096,1,268,4) very common (100+)
351,0.86538714,0.13461286,0,13,2) rare (6-20)
352,0.16315128,0.83684874,1,0,1) very rare (1-5)
353,0.94057506,0.059424937,0,85,3) common (21-100)
354,0.3980179,0.6019821,0,2,1) very rare (1-5)
355,0.20760833,0.79239166,1,0,1) very rare (1-5)
356,0.52254987,0.47745013,0,49,3) common (21-100)
357,0.84275043,0.15724957,0,700,4) very common (100+)
358,0.9164264,0.08357358,0,46,3) common (21-100)
359,0.43909597,0.560904,1,1,1) very rare (1-5)
360,0.41367295,0.5863271,1,23,3) common (21-100)
361,0.64108413,0.35891587,1,81,3) common (21-100)
362,0.94798934,0.052010655,0,1070,4) very common (100+)
363,0.6720724,0.3279276,0,108,4) very common (100+)
364,0.3762854,0.62371457,1,1290,4) very common (100+)
365,0.52143884,0.47856116,1,58,3) common (21-100)
366,0.09378319,0.9062168,1,4,1) very rare (1-5)
367,0.23508134,0.7649187,0,145,4) very common (100+)
368,0.7161186,0.28388143,0,1290,4) very common (100+)
369,0.06588841,0.9341116,1,0,1) very rare (1-5)
370,0.8589047,0.14109528,1,16,2) rare (6-20)
371,0.116741695,0.8832583,1,1,1) very rare (1-5)
372,0.38913912,0.6108609,1,1290,4) very common (100+)
373,0.6625252,0.33747482,0,166,4) very common (100+)
374,0.47331455,0.5266855,1,1070,4) very common (100+)
375,0.43281245,0.56718755,1,1,1) very rare (1-5)
376,0.79575723,0.20424277,0,74,3) common (21-100)
377,0.90571207,0.09428793,0,142,4) very common (100+)
378,0.8729819,0.1270181,1,99,3) common (21-100)
379,0.5063291,0.49367088,1,24,3) common (21-100)
380,0.26227933,0.73772067,0,12,2) rare (6-20)
381,0.1442712,0.8557288,0,6,2) rare (6-20)
382,0.23565452,0.76434547,1,166,4) very common (100+)
383,0.33008492,0.6699151,0,3,1) very rare (1-5)
384,0.539846,0.460154,0,166,4) very common (100+)
385,0.83506393,0.16493607,1,17,2) rare (6-20)
386,0.5855085,0.41449147,0,421,4) very common (100+)
387,0.28078306,0.71921694,1,3,1) very rare (1-5)
388,0.31950605,0.68049395,0,3,1) very rare (1-5)
389,0.5227347,0.4772653,0,160,4) very common (100+)
390,0.028628798,0.9713712,1,0,1) very rare (1-5)
391,0.64388436,0.35611564,0,78,3) common (21-100)
392,0.15701158,0.84298843,0,0,1) very rare (1-5)
393,0.9165757,0.08342433,1,275,4) very common (100+)
394,0.82706285,0.17293715,1,118,4) very common (100+)
395,0.087474465,0.91252553,1,0,1) very rare (1-5)
396,0.285028,0.714972,0,1,1) very rare (1-5)
397,0.8781791,0.12182093,0,142,4) very common (100+)
398,0.04888361,0.9511164,1,0,1) very rare (1-5)
399,0.10460522,0.8953948,0,36,3) common (21-100)
400,0.7120463,0.28795367,0,372,4) very common (100+)
401,0.92687,0.07313001,0,55,3) common (21-100)
402,0.45174095,0.548259,0,3,1) very rare (1-5)
403,0.94761574,0.052384257,0,78,3) common (21-100)
404,0.5674486,0.43255138,1,700,4) very common (100+)
405,0.62312824,0.37687176,1,70,3) common (21-100)
406,0.9663527,0.0336473,0,421,4) very common (100+)
407,0.5727379,0.42726213,1,107,4) very common (100+)
408,0.6317519,0.3682481,1,96,3) common (21-100)
409,0.5797269,0.42027313,0,237,4) very common (100+)
410,0.6272194,0.37278062,0,124,4) very common (100+)
411,0.107362956,0.892637,1,39,3) common (21-100)
412,0.22315194,0.7768481,0,2,1) very rare (1-5)
413,0.29611543,0.7038846,1,237,4) very common (100+)
414,0.12481587,0.8751841,0,2,1) very rare (1-5)
415,0.9436172,0.056382775,0,159,4) very common (100+)
416,0.5606912,0.43930882,1,39,3) common (21-100)
417,0.5785427,0.4214573,1,1290,4) very common (100+)
418,0.93071824,0.06928176,1,6,2) rare (6-20)
419,0.953412,0.046588004,0,124,4) very common (100+)
420,0.16643971,0.8335603,1,49,3) common (21-100)
421,0.022200828,0.9777992,1,0,1) very rare (1-5)
422,0.23664024,0.7633598,0,2,1) very rare (1-5)
423,0.76742315,0.23257685,1,118,4) very common (100+)
424,0.17595269,0.8240473,0,18,2) rare (6-20)
425,0.48013377,0.5198662,1,4,1) very rare (1-5)
426,0.05402124,0.94597876,1,66,3) common (21-100)
427,0.28818035,0.71181965,1,0,1) very rare (1-5)
428,0.28481585,0.71518415,1,32,3) common (21-100)
429,0.5439739,0.45602608,0,343,4) very common (100+)
430,0.62000936,0.37999064,1,41,3) common (21-100)
431,0.7891508,0.21084923,0,1290,4) very common (100+)
432,0.2787898,0.72121024,1,58,3) common (21-100)
433,0.5159927,0.4840073,0,2,1) very rare (1-5)
434,0.89862096,0.10137904,1,70,3) common (21-100)
435,0.17176425,0.82823575,1,2,1) very rare (1-5)
436,0.38853255,0.6114675,1,1,1) very rare (1-5)
437,0.025701247,0.9742988,1,0,1) very rare (1-5)
438,0.5130328,0.4869672,1,24,3) common (21-100)
439,0.5190375,0.4809625,1,42,3) common (21-100)
440,0.8221364,0.1778636,0,372,4) very common (100+)
441,0.29000044,0.70999956,1,0,1) very rare (1-5)
442,0.47034064,0.5296594,0,1070,4) very common (100+)
443,0.86432904,0.13567096,0,237,4) very common (100+)
444,0.06782526,0.93217474,1,0,1) very rare (1-5)
445,0.26453772,0.7354623,1,3,1) very rare (1-5)
446,0.92848843,0.07151157,0,1290,4) very common (100+)
447,0.91369456,0.08630544,1,12,2) rare (6-20)
448,0.13769688,0.86230314,0,105,4) very common (100+)
449,0.8357215,0.1642785,0,86,3) common (21-100)
450,0.615963,0.38403702,0,47,3) common (21-100)
451,0.5285272,0.4714728,0,123,4) very common (100+)
452,0.6531764,0.34682357,1,49,3) common (21-100)
453,0.8347986,0.16520143,0,12,2) rare (6-20)
454,0.03464159,0.96535844,1,8,2) rare (6-20)
455,0.1345515,0.8654485,1,0,1) very rare (1-5)
456,0.103378326,0.8966217,0,7,2) rare (6-20)
457,0.32389796,0.67610204,0,5,1) very rare (1-5)
458,0.9827209,0.017279088,0,211,4) very common (100+)
459,0.5989209,0.40107912,0,20,2) rare (6-20)
460,0.089487575,0.91051245,1,0,1) very rare (1-5)
461,0.57355386,0.42644614,0,700,4) very common (100+)
462,0.23921514,0.76078486,1,1,1) very rare (1-5)
463,0.9389075,0.061092496,0,5,1) very rare (1-5)
464,0.9422878,0.057712197,0,1290,4) very common (100+)
465,0.0993784,0.9006216,1,0,1) very rare (1-5)
466,0.56490386,0.43509614,0,42,3) common (21-100)
467,0.071564,0.928436,0,4,1) very rare (1-5)
468,0.9982253,0.0017747283,0,211,4) very common (100+)
469,0.24218728,0.75781274,0,0,1) very rare (1-5)
470,0.95928186,0.04071814,0,700,4) very common (100+)
471,0.55757475,0.44242525,1,34,3) common (21-100)
472,0.93972117,0.060278833,0,223,4) very common (100+)
473,0.10606071,0.89393926,1,0,1) very rare (1-5)
474,0.040534146,0.95946586,1,0,1) very rare (1-5)
475,0.29449022,0.7055098,0,47,3) common (21-100)
476,0.23796678,0.7620332,1,8,2) rare (6-20)
477,0.29713398,0.702866,0,0,1) very rare (1-5)
478,0.6063467,0.39365327,1,13,2) rare (6-20)
479,0.41872406,0.58127594,1,0,1) very rare (1-5)
480,0.6693635,0.3306365,1,274,4) very common (100+)
481,0.24570608,0.7542939,1,0,1) very rare (1-5)
482,0.86919445,0.13080555,1,0,1) very rare (1-5)
483,0.26636797,0.733632,1,70,3) common (21-100)
484,0.030149758,0.96985024,1,10,2) rare (6-20)
485,0.47519103,0.524809,1,0,1) very rare (1-5)
486,0.12914425,0.87085575,1,58,3) common (21-100)
487,0.13397883,0.86602116,1,19,2) rare (6-20)
488,0.63040215,0.36959785,1,1,1) very rare (1-5)
489,0.6865964,0.3134036,1,6,2) rare (6-20)
490,0.948682,0.05131799,0,1070,4) very common (100+)
491,0.32284915,0.67715085,1,2,1) very rare (1-5)
492,0.77837217,0.22162783,0,1290,4) very common (100+)
493,0.99338806,0.0066119432,0,142,4) very common (100+)
494,0.74235636,0.25764364,0,14,2) rare (6-20)
495,0.35755253,0.6424475,0,275,4) very common (100+)
496,0.70323783,0.29676217,0,23,3) common (21-100)
497,0.76068735,0.23931265,0,12,2) rare (6-20)
498,0.10154853,0.89845145,1,0,1) very rare (1-5)
499,0.6961966,0.30380338,0,37,3) common (21-100)
