mol_idx,top_score,uq,pred_top1,true_reactants,error
10,0.23,0.77,CC(=O)Cl.C[C@]12CC(=O)[C@]3(O)c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,[CH3:1][C:2](=[O:3])[O:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][C@H:13]1[C@@H:14]3[CH2:15][CH2:16][C:17](=[O:18])[C@@:19]3([CH3:20])[CH2:21][C@H:22]([OH:23])[C@:24]21[OH:25],1
11,0.651,0.349,CC(C)(c1cc(Br)c2ncccc2c1)S(C)(=O)=O.O=Cc1cc(B(O)O)ccc1F,[CH3:1][C:2]([CH3:3])([c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([F:11])[c:12]([CH2:13][OH:14])[cH:15]2)[c:16]2[n:17][cH:18][cH:19][cH:20][c:21]2[cH:22]1)[S:23]([CH3:24])(=[O:25])=[O:26],1
12,0.549,0.45099999999999996,CON(C)C(=O)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1.C[SiH](C)Oc1c(Br)ccc2cc(C(C)(C)C)ccc12,[CH3:1][SiH:2]([CH3:3])[O:4][c:5]1[c:6]([CH:7]([OH:8])[c:9]2[cH:10][n:11]([C:12]([c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)([c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[cH:31][n:32]2)[cH:33][cH:34][c:35]2[cH:36][c:37]([C:38]([CH3:39])([CH3:40])[CH3:41])[cH:42][cH:43][c:44]12,1
13,0.368,0.632,COC(CCOc1cc(C)cc(OS(=O)(=O)c2cccc3ccccc23)c1)OC,[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][CH2:7][CH2:8][OH:9])[cH:10][c:11]([O:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]23)[cH:26]1,1
14,0.259,0.741,CC(=O)Nc1nc(CCCc2ccc(C3OCCO3)cc2)cs1,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[n:6][c:7]([CH2:8][CH2:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([CH2:15][OH:16])[cH:17][cH:18]2)[cH:19][s:20]1,1
15,0.185,0.815,Cn1nnnc1[SH]=O.O=S(CCCCl)c1ccccn1,O=CO[OH:1].[CH3:2][n:3]1[n:4][n:5][n:6][c:7]1[S:8][CH2:9][CH2:10][CH2:11][S:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][n:19]1,1
16,0.354,0.646,CN(C)C=O.c1ccc(-c2c[nH]cn2)cc1,[OH:1][CH2:2][c:3]1[nH:4][cH:5][n:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,1
17,0.368,0.632,Cc1cccnc1C(=O)Cl.Cc1ccoc1C,[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[CH:8]([OH:9])[c:10]1[cH:11][c:12]([CH3:13])[c:14]([CH3:15])[o:16]1,1
18,0.394,0.606,CCOP(=O)(CC=O)OCC.COc1cc(COc2nn(-c3ccccc3)cc2C=O)ccc1OCc1nc(-c2ccco2)oc1C,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][O:7][c:8]2[n:9][n:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:17][c:18]2/[CH:19]=[CH:20]/[CH2:21][OH:22])[cH:23][cH:24][c:25]1[O:26][CH2:27][c:28]1[n:29][c:30](-[c:31]2[cH:32][cH:33][cH:34][o:35]2)[o:36][c:37]1[CH3:38],1
19,0.523,0.477,CC(=O)OC(C)=O.NC1CCN(C(=O)OCc2ccccc2)CCC1=O,[CH3:1][C:2](=[O:3])[NH:4][CH:5]1[CH2:6][CH2:7][N:8]([C:9](=[O:10])[O:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19][CH2:20][CH:21]1[OH:22],1
20,0.059,0.9410000000000001,CI.[O-][n+]1cc2c(c3cc(O)ccc31)CCCC2,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]2[n:8][cH:9][c:10]3[c:11]([c:12]2[cH:13]1)[CH2:14][CH2:15][CH2:16][CH2:17]3,1
21,0.146,0.854,CS(=O)Cc1cc(F)cc2c(C(CCC(N)=O)c3ccc(Cl)cc3Cl)c[nH]c12,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][S:3][CH2:4][c:5]1[cH:6][c:7]([F:8])[cH:9][c:10]2[c:11]([CH:12]([CH2:13][CH2:14][C:15]#[N:16])[c:17]3[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]3[Cl:24])[cH:25][nH:26][c:27]12,1
22,0.45,0.55,Brc1cccnc1.CN(C)C=O,[OH:1][CH2:2][c:3]1[cH:4][n:5][cH:6][c:7]([Br:8])[cH:9]1,1
23,0.134,0.866,COc1ccc(N)c(N)c1.Cc1cnc2c(c1)CCCC2S(=O)C(=O)O,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]2[n:8][c:9]([S:10][CH:11]3[CH2:12][CH2:13][CH2:14][c:15]4[cH:16][c:17]([CH3:18])[cH:19][n:20][c:21]43)[nH:22][c:23]2[cH:24]1,1
24,0.238,0.762,O=C(O)CCCc1ccccc1,[OH:1][CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1
25,0.248,0.752,CC(=O)N[C@H](C(=O)N[C@H](C(=O)NC(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)[C@@H](N)C(C)C)C(C)C)C(C)C.CC(=O)N[C@H](C(=O)O)C(C)C,[CH3:1][C:2](=[O:3])[NH:4][C@H:5]([C:6](=[O:7])[NH:8][C@H:9]([C:10](=[O:11])[NH:12][CH:13]([CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[CH:21]([OH:22])[CH:23]([CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[NH:31][C:32](=[O:33])[C@@H:34]([NH:35][C:36](=[O:37])[C@@H:38]([NH:39][C:40]([CH3:41])=[O:42])[CH:43]([CH3:44])[CH3:45])[CH:46]([CH3:47])[CH3:48])[CH:49]([CH3:50])[CH3:51])[CH:52]([CH3:53])[CH3:54],1
26,0.089,0.911,CC/C(=C(\F)C=O)c1cc2c(c(Br)c1O)C(C)(C)CC=C2C(C)C.CCI,[CH3:1][CH2:2][O:3][c:4]1[c:5](/[C:6]([CH2:7][CH3:8])=[C:9](/[F:10])[CH2:11][OH:12])[cH:13][c:14]2[c:15]([c:16]1[Br:17])[C:18]([CH3:19])([CH3:20])[CH2:21][CH:22]=[C:23]2[CH:24]([CH3:25])[CH3:26],1
27,0.43,0.5700000000000001,BrCc1ccccc1.O=C(O)C(=O)C1CCCC1,[O:1]=[C:2]([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[CH:11]([OH:12])[CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1,1
28,0.284,0.716,FC(F)Oc1cccc(CCC2OCCO2)c1,[OH:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([O:10][CH:11]([F:12])[F:13])[cH:14]1,1
29,0.36,0.64,O=C1C[C@@H]2CC(=O)[C@@H]2C1.OCCO,[OH:1][C@@H:2]1[CH2:3][C@@H:4]2[CH2:5][C:6]3([O:7][CH2:8][CH2:9][O:10]3)[C@@H:11]2[CH2:12]1,1
30,0.001,0.999,Cc1c(F)cc(Cl)c(Br)[n+]1[O-],O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][c:3]1[n:4][c:5]([Br:6])[cH:7][cH:8][c:9]1[F:10],1
31,0.653,0.347,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=Cc1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[n:8]1[c:9](-[c:10]2[cH:11][c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[nH:18][c:19]2=[O:20])[cH:21][c:22]2[cH:23][c:24]([CH2:25][OH:26])[cH:27][cH:28][c:29]12,1
32,0.264,0.736,CC(C)N.COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCBr)c(-c4ccc(S(C)=O)cc4)n3)nc2c1,O=S([O-])O[OH:1].[CH3:2][O:3][c:4]1[cH:5][c:6]2[c:7]([c:8]([O:9][CH3:10])[cH:11]1)[c:12](=[O:13])[nH:14][c:15](-[c:16]1[cH:17][cH:18][c:19]([O:20][CH2:21][CH2:22][NH:23][CH:24]([CH3:25])[CH3:26])[c:27](-[c:28]3[cH:29][cH:30][c:31]([S:32][CH3:33])[cH:34][cH:35]3)[n:36]1)[n:37]2,1
33,0.709,0.29100000000000004,CON(C)C(=O)C1COC(C)(C)N1C(=O)OC(C)(C)C.C[CH2][Mg+],[CH3:1][CH2:2][CH:3]([OH:4])[CH:5]1[CH2:6][O:7][C:8]([CH3:9])([CH3:10])[N:11]1[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18],1
34,0.272,0.728,O=C1CCCN=C1c1ccccc1,[OH:1][C@H:2]1[CH2:3][CH2:4][CH2:5][NH:6][C@H:7]1[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,1
35,0.049,0.951,C=C(CC)CC(C(C)=O)C(=O)OCC,[CH2:1]=[C:2]([CH2:3][CH3:4])[CH2:5][CH2:6][CH:7]([CH3:8])[OH:9],1
36,0.21,0.79,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=S(c1ccc(Br)cc1)C1CCNCC1,O[OH:1].[CH3:2][C:3]([CH3:4])([CH3:5])[O:6][C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH:12]([S:13][c:14]2[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]2)[CH2:21][CH2:22]1,1
37,0.45,0.55,CN(C)C=O.O=C1OCc2ccccc21,[O:1]=[C:2]1[O:3][CH2:4][c:5]2[cH:6][c:7]([CH2:8][OH:9])[cH:10][cH:11][c:12]21,1
38,0.518,0.482,CCS(=O)[C@@H]1NC(=O)[C@H]1N.O=C(O)COc1ccccc1,O[OH:1].[CH3:2][CH2:3][S:4][C@@H:5]1[NH:6][C:7](=[O:8])[C@H:9]1[NH:10][C:11](=[O:12])[CH2:13][O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,1
39,0.489,0.511,CN(C)CCO.O=C(O)c1cc(-c2ccccc2)c(=O)n2c1-c1sccc1S(=O)CC2,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][N:3]([CH3:4])[CH2:5][CH2:6][O:7][C:8](=[O:9])[c:10]1[c:11]2[n:12]([c:13](=[O:14])[c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[cH:22]1)[CH2:23][CH2:24][S:25][c:26]1[c:27]-2[s:28][cH:29][cH:30]1,1
40,0.608,0.392,C[C@]12CCC3(CC1NC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12)OCCO3,[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([C:7](=[O:8])[NH:9][CH:10]4[CH2:11][C@@H:12]([OH:13])[CH2:14][CH2:15][C@:16]34[CH3:17])[C@@H:18]1[CH2:19][CH2:20][C:21]2=[O:22],1
41,0.572,0.42800000000000005,CCCCCCc1ccc(-c2ccc([C@H]3CC[C@H](C4OCCO4)CC3)cc2)nc1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([C@H:15]3[CH2:16][CH2:17][C@H:18]([CH2:19][OH:20])[CH2:21][CH2:22]3)[cH:23][cH:24]2)[n:25][cH:26]1,1
42,0.448,0.552,CN(C)C=O.O=C(N[C@@H]1CCCc2c1ccc(Br)c2[N+](=O)[O-])C(F)(F)F,[O:1]=[C:2]([NH:3][C@@H:4]1[CH2:5][CH2:6][CH2:7][c:8]2[c:9]1[cH:10][cH:11][c:12]([CH2:13][OH:14])[c:15]2[N+:16](=[O:17])[O-:18])[C:19]([F:20])([F:21])[F:22],1
43,0.526,0.474,O=C(COc1ccccc1)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1.O=C(O)CCc1ccccc1,[O:1]=[C:2]([CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:11]1[CH2:12][CH2:13][CH2:14][C@H:15]1[C:16](=[O:17])[N:18]1[CH2:19][CH2:20][CH2:21][C@H:22]1[CH:23]([OH:24])[CH2:25][O:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,1
44,0.146,0.854,Cc1cccc[n+]1[O-].O=C(Cl)c1ccccc1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[n:16]1,1
45,0.39,0.61,CON(C)C(=O)c1nc2ccc(F)cc2o1.[CH3][Mg+],[CH3:1][CH:2]([OH:3])[c:4]1[n:5][c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][c:12]2[o:13]1,1
46,0.248,0.752,CCOc1ccc(B(O)O)cc1C=O.Cc1nnc(C)c2c(C)[nH]c(C)c12,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](-[n:8]2[c:9]([CH3:10])[c:11]3[c:12]([CH3:13])[n:14][n:15][c:16]([CH3:17])[c:18]3[c:19]2[CH3:20])[cH:21][c:22]1[CH2:23][OH:24],1
47,0.181,0.819,CC(C)(C)OC(=O)N1CC(F)(F)CC1C(=O)O,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][C:10]([F:11])([F:12])[CH2:13][CH:14]1[CH2:15][OH:16],1
48,0.411,0.589,ClCc1ccc(OCc2ccccc2)cc1.O=Cc1c[nH]nc1OCc1ccc(OCc2ccccc2)cc1,[OH:1][CH2:2][c:3]1[cH:4][n:5]([CH2:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][cH:20]2)[n:21][c:22]1[O:23][CH2:24][c:25]1[cH:26][cH:27][c:28]([O:29][CH2:30][c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[cH:37][cH:38]1,1
49,0.01,0.99,Fc1cc(Cl)c(F)c(Cl)c1.[O-][n+]1cc(F)c2n[nH]cc2c1,O=C(O[OH:1])c1cccc(Cl)c1.[F:2][c:3]1[cH:4][c:5]([Cl:6])[c:7](-[n:8]2[cH:9][c:10]3[cH:11][n:12][cH:13][c:14]([F:15])[c:16]3[n:17]2)[c:18]([Cl:19])[cH:20]1,1
50,0.119,0.881,CON(C)C(=O)CC(C)CCC=C(C)C.[CH3][Mg+],[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:9][CH:10]([CH3:11])[OH:12],1
51,0.668,0.33199999999999996,Clc1cccc(-c2nc3c(c(Nc4ccc(CC5OCCO5)cc4)n2)CCC3)c1,[OH:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([NH:8][c:9]2[n:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][c:16]([Cl:17])[cH:18]3)[n:19][c:20]3[c:21]2[CH2:22][CH2:23][CH2:24]3)[cH:25][cH:26]1,1
52,0.431,0.569,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1cncc(S(C)=O)n1.O=c1nc(Cl)sc2ccccc12,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][S:3][c:4]1[cH:5][n:6][cH:7][c:8](-[c:9]2[n:10][c:11](=[O:12])[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[s:19]2)[n:20]1,1
53,0.13,0.87,CCN(CC)c1cccc2nc(C(=O)c3ccc(Cl)cc3Cl)n(CCCO[Si](C)(C)C(C)(C)C)c12,[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[c:6]1[cH:7][cH:8][cH:9][c:10]2[n:11][c:12]([CH:13]([OH:14])[c:15]3[cH:16][cH:17][c:18]([Cl:19])[cH:20][c:21]3[Cl:22])[n:23]([CH2:24][CH2:25][CH2:26][OH:27])[c:28]12,1
54,0.345,0.655,CCOC(COCCOc1cccc(-c2ccsc2)c1)OCC,[OH:1][CH2:2][CH2:3][O:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][s:16][cH:17]2)[cH:18]1,1
55,0.285,0.7150000000000001,Brc1ccc2c(c1)OCCO2.COc1cc(OC)cc(C(=O)N(C)OC)c1,[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]([CH:10]([OH:11])[c:12]2[cH:13][cH:14][c:15]3[c:16]([cH:17]2)[O:18][CH2:19][CH2:20][O:21]3)[cH:22]1,1
56,0.81,0.18999999999999995,O=C(O)CCc1oc(-n2cnc3ccccc32)nc1-c1ccc(Cl)cc1.O=S1CCNC1,O=C(O[OH:1])c1cccc(Cl)c1.[O:2]=[C:3]([CH2:4][CH2:5][c:6]1[o:7][c:8](-[n:9]2[cH:10][n:11][c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]23)[n:18][c:19]1-[c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]1)[N:27]1[CH2:28][CH2:29][S:30][CH2:31]1,1
57,0.676,0.32399999999999995,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3CC(C)C)cc1.Cc1cc(N)ccc1S(=O)Cc1nccn1C,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[CH:20]=[C:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([S:29][CH2:30][c:31]4[n:32][cH:33][cH:34][n:35]4[CH3:36])[c:37]([CH3:38])[cH:39]2)[CH2:40][CH2:41][N:42]3[CH2:43][CH:44]([CH3:45])[CH3:46])[cH:47][cH:48]1,1
58,0.387,0.613,CS(=O)[O-].[O-][n+]1ccccc1CCl,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][S:3](=[O:4])(=[O:5])[CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,1
59,0.146,0.854,CCCC(=NOCC=CCl)[C@]1(C(=O)OC)C(=O)C[C@H](CC(C)S(=O)CC)CC1=O,O[OH:1].[CH3:2][CH2:3][CH2:4][C:5](=[N:6][O:7][CH2:8][CH:9]=[CH:10][Cl:11])[C@H:12]1[C:13](=[O:14])[CH2:15][C@H:16]([CH2:17][CH:18]([CH3:19])[S:20][CH2:21][CH3:22])[CH2:23][C:24]1=[O:25],1
60,0.221,0.779,CCOC(CCCN1CCOCC1)OCC,[OH:1][CH2:2][CH2:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][O:9][CH2:10][CH2:11]1,1
61,0.533,0.46699999999999997,CC(C)C(=O)Cl.Clc1ccnc(Cl)c1,[CH3:1][CH:2]([CH3:3])[CH:4]([OH:5])[c:6]1[c:7]([Cl:8])[cH:9][cH:10][n:11][c:12]1[Cl:13],1
62,0.59,0.41000000000000003,O=C(NC[C@H]1CCCN(CC2CCCCC2)C1)[C@H]1CCCN1.O=C1C[C@@H](C(=O)O)N(C(=O)CC(c2ccccc2)(c2ccccc2)c2ccccc2)C1,[O:1]=[C:2]([NH:3][CH2:4][C@H:5]1[CH2:6][CH2:7][CH2:8][N:9]([CH2:10][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[CH2:17]1)[C@H:18]1[CH2:19][CH2:20][CH2:21][N:22]1[C:23](=[O:24])[C@@H:25]1[CH2:26][C@@H:27]([OH:28])[CH2:29][N:30]1[C:31](=[O:32])[CH2:33][C:34]([c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1)([c:41]1[cH:42][cH:43][cH:44][cH:45][cH:46]1)[c:47]1[cH:48][cH:49][cH:50][cH:51][cH:52]1,1
63,0.384,0.616,CN(C)C=O.c1ccc2[nH]ccc2c1,[OH:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[cH:8][cH:9][nH:10][c:11]12,1
64,0.275,0.725,COc1nc(C)c(N2CCCn3c2nc2c(Cl)ccc(C4OCCO4)c23)c(C)n1,[CH3:1][O:2][c:3]1[n:4][c:5]([CH3:6])[c:7]([N:8]2[CH2:9][CH2:10][CH2:11][n:12]3[c:13]2[n:14][c:15]2[c:16]([Cl:17])[cH:18][cH:19][c:20]([CH2:21][OH:22])[c:23]32)[c:24]([CH3:25])[n:26]1,1
65,0.125,0.875,CN(C)C=O.O=[N+]([O-])c1ccc(-c2ccn(-c3ccccc3)n2)o1,[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[n:9][n:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:17][c:18]2[CH2:19][OH:20])[o:21]1,1
66,0.683,0.31699999999999995,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3CC(C)C)cc1.Nc1ccc(S(=O)Cc2nccs2)cc1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[CH:20]=[C:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([S:29][CH2:30][c:31]4[n:32][cH:33][cH:34][s:35]4)[cH:36][cH:37]2)[CH2:38][CH2:39][N:40]3[CH2:41][CH:42]([CH3:43])[CH3:44])[cH:45][cH:46]1,1
67,0.068,0.9319999999999999,CCCCC/C=C\CCCC(=O)N(C)OC.CCCCCCCCC[CH2][Mg+],[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5]/[CH:6]=[CH:7]\[CH2:8][CH2:9][CH2:10][CH:11]([OH:12])[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH3:22],1
68,0.183,0.817,CN(C)C=O.c1ccc(COc2cnc3[nH]ccc3c2)cc1,[OH:1][CH2:2][c:3]1[cH:4][c:5]2[cH:6][c:7]([O:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][n:17][c:18]2[nH:19]1,1
