mol_idx,top_score,uq,error,frequency,tier
384,0.5743098,0.42569017,1,118,4) very common (100+)
385,0.036550876,0.9634491,0,0,1) very rare (1-5)
386,0.35728478,0.6427152,0,1,1) very rare (1-5)
387,0.8491408,0.15085918,0,142,4) very common (100+)
388,0.10182945,0.89817053,1,0,1) very rare (1-5)
389,0.24777992,0.7522201,0,36,3) common (21-100)
390,0.9401923,0.059807718,0,372,4) very common (100+)
391,0.7397413,0.26025867,0,55,3) common (21-100)
392,0.58628863,0.41371137,1,3,1) very rare (1-5)
393,0.92793435,0.07206565,0,78,3) common (21-100)
394,0.52693176,0.47306824,0,700,4) very common (100+)
395,0.58050036,0.41949964,1,70,3) common (21-100)
396,0.96667683,0.03332317,0,421,4) very common (100+)
397,0.31112668,0.6888733,1,107,4) very common (100+)
398,0.2562571,0.74374294,0,96,3) common (21-100)
399,0.37778205,0.62221795,0,237,4) very common (100+)
400,0.56039023,0.43960977,0,124,4) very common (100+)
401,0.20492584,0.79507416,1,39,3) common (21-100)
402,0.10509612,0.8949039,0,2,1) very rare (1-5)
403,0.17944984,0.82055014,1,237,4) very common (100+)
404,0.042970046,0.95702994,0,2,1) very rare (1-5)
405,0.90028673,0.099713266,0,159,4) very common (100+)
406,0.5517067,0.44829333,0,39,3) common (21-100)
407,0.4706081,0.5293919,1,1290,4) very common (100+)
408,0.80548877,0.19451123,1,6,2) rare (6-20)
409,0.78062403,0.21937597,0,124,4) very common (100+)
410,0.06665636,0.93334365,1,49,3) common (21-100)
411,0.020381723,0.97961825,1,0,1) very rare (1-5)
412,0.09336103,0.906639,0,2,1) very rare (1-5)
413,0.6142539,0.38574612,1,118,4) very common (100+)
414,0.3616167,0.63838327,0,18,2) rare (6-20)
415,0.70908314,0.29091686,1,4,1) very rare (1-5)
416,0.10530339,0.8946966,0,66,3) common (21-100)
417,0.65494025,0.34505975,1,0,1) very rare (1-5)
418,0.1605791,0.8394209,0,32,3) common (21-100)
419,0.55088645,0.44911355,0,343,4) very common (100+)
420,0.34881318,0.6511868,1,41,3) common (21-100)
421,0.89415413,0.10584587,0,1290,4) very common (100+)
422,0.5366696,0.4633304,0,58,3) common (21-100)
423,0.41983458,0.5801654,0,2,1) very rare (1-5)
424,0.9083844,0.09161562,1,70,3) common (21-100)
425,0.15281539,0.8471846,0,2,1) very rare (1-5)
426,0.5769064,0.42309362,1,1,1) very rare (1-5)
427,0.18315801,0.81684196,1,0,1) very rare (1-5)
428,0.40007257,0.5999274,1,24,3) common (21-100)
429,0.7584187,0.24158132,1,42,3) common (21-100)
430,0.64044106,0.35955894,0,372,4) very common (100+)
431,0.10140817,0.8985918,0,0,1) very rare (1-5)
432,0.4634881,0.5365119,0,1070,4) very common (100+)
433,0.8620029,0.13799709,0,237,4) very common (100+)
434,0.24294668,0.7570533,1,0,1) very rare (1-5)
435,0.029453663,0.97054636,0,3,1) very rare (1-5)
436,0.9241303,0.07586968,0,1290,4) very common (100+)
437,0.94118935,0.05881065,1,12,2) rare (6-20)
438,0.23232087,0.7676791,1,105,4) very common (100+)
439,0.95962995,0.040370047,0,86,3) common (21-100)
440,0.79653895,0.20346105,0,47,3) common (21-100)
441,0.5001705,0.49982947,0,123,4) very common (100+)
442,0.4117492,0.58825076,1,49,3) common (21-100)
443,0.45656255,0.5434375,0,12,2) rare (6-20)
444,0.05722394,0.9427761,1,8,2) rare (6-20)
445,0.13288827,0.86711174,1,0,1) very rare (1-5)
446,0.11681066,0.8831893,1,5,1) very rare (1-5)
447,0.89299697,0.10700303,0,211,4) very common (100+)
448,0.49310127,0.50689876,0,20,2) rare (6-20)
449,0.11824553,0.88175446,1,0,1) very rare (1-5)
450,0.9294876,0.070512414,0,700,4) very common (100+)
451,0.20160602,0.79839396,1,1,1) very rare (1-5)
452,0.60579044,0.39420956,0,5,1) very rare (1-5)
453,0.8843869,0.1156131,0,1290,4) very common (100+)
454,0.06506159,0.93493843,1,0,1) very rare (1-5)
455,0.4260246,0.57397544,1,42,3) common (21-100)
456,0.06545336,0.93454665,1,4,1) very rare (1-5)
457,0.9942093,0.0057907104,0,211,4) very common (100+)
458,0.088677,0.911323,0,0,1) very rare (1-5)
459,0.95873684,0.041263163,0,700,4) very common (100+)
460,0.6134318,0.3865682,1,34,3) common (21-100)
461,0.7441426,0.2558574,0,223,4) very common (100+)
462,0.1747026,0.8252974,1,0,1) very rare (1-5)
463,0.078626886,0.9213731,1,0,1) very rare (1-5)
464,0.56242234,0.43757766,1,47,3) common (21-100)
465,0.33987206,0.66012794,0,8,2) rare (6-20)
466,0.22891207,0.77108794,0,0,1) very rare (1-5)
467,0.3364583,0.6635417,1,13,2) rare (6-20)
468,0.24464965,0.75535035,1,0,1) very rare (1-5)
469,0.56679463,0.43320537,1,274,4) very common (100+)
470,0.22103132,0.7789687,1,0,1) very rare (1-5)
471,0.59785914,0.40214086,1,0,1) very rare (1-5)
472,0.5333952,0.46660483,1,70,3) common (21-100)
473,0.12636071,0.8736393,1,10,2) rare (6-20)
474,0.7497202,0.25027978,1,0,1) very rare (1-5)
475,0.106505185,0.89349484,1,58,3) common (21-100)
476,0.18148048,0.81851953,1,19,2) rare (6-20)
477,0.51846176,0.48153824,1,1,1) very rare (1-5)
478,0.17585874,0.82414126,1,6,2) rare (6-20)
479,0.904276,0.09572399,0,1070,4) very common (100+)
480,0.27225706,0.7277429,0,2,1) very rare (1-5)
481,0.87142545,0.12857455,0,1290,4) very common (100+)
482,0.9688722,0.03112781,0,142,4) very common (100+)
483,0.4031884,0.5968116,0,14,2) rare (6-20)
484,0.33294234,0.66705763,1,275,4) very common (100+)
485,0.5339572,0.46604282,0,23,3) common (21-100)
486,0.8967018,0.10329819,0,12,2) rare (6-20)
487,0.1186242,0.8813758,1,0,1) very rare (1-5)
488,0.62117964,0.37882036,0,37,3) common (21-100)
489,0.33842537,0.6615746,1,0,1) very rare (1-5)
490,0.12130967,0.87869036,1,0,1) very rare (1-5)
491,0.14195529,0.85804474,1,0,1) very rare (1-5)
492,0.3713715,0.6286285,0,1,1) very rare (1-5)
493,0.06378102,0.936219,1,0,1) very rare (1-5)
494,0.19863167,0.80136836,1,0,1) very rare (1-5)
495,0.37813434,0.62186563,1,10,2) rare (6-20)
496,0.5450555,0.4549445,1,1290,4) very common (100+)
497,0.17967394,0.8203261,1,15,2) rare (6-20)
498,0.41350415,0.5864959,1,4,1) very rare (1-5)
