mol_idx,top_score,uq,error,frequency,tier
71,0.10916309,0.8908369,1,1,1) very rare (1-5)
72,0.461318,0.538682,1,19,2) rare (6-20)
73,0.44663107,0.5533689,0,75,3) common (21-100)
74,0.02568217,0.97431785,1,24,3) common (21-100)
75,0.07889798,0.92110205,1,0,1) very rare (1-5)
76,0.073718466,0.9262815,1,106,4) very common (100+)
77,0.8516164,0.14838362,0,81,3) common (21-100)
78,0.2661044,0.7338956,1,6,2) rare (6-20)
79,0.87927806,0.120721936,1,146,4) very common (100+)
80,0.8911014,0.10889858,1,3,1) very rare (1-5)
81,0.9398653,0.06013471,0,1290,4) very common (100+)
82,0.19636238,0.8036376,1,26,3) common (21-100)
83,0.114164434,0.8858356,1,15,2) rare (6-20)
84,0.13788494,0.862115,1,107,4) very common (100+)
85,0.88573223,0.11426777,1,1070,4) very common (100+)
86,0.26015773,0.7398423,0,96,3) common (21-100)
87,0.23015817,0.76984185,1,1,1) very rare (1-5)
88,0.45930627,0.54069376,0,118,4) very common (100+)
89,0.6124751,0.3875249,0,0,1) very rare (1-5)
90,0.7220316,0.2779684,1,54,3) common (21-100)
91,0.90398467,0.096015334,0,1290,4) very common (100+)
92,0.9976101,0.0023899078,0,89,3) common (21-100)
93,0.0952266,0.9047734,1,20,2) rare (6-20)
94,0.90702873,0.092971265,0,66,3) common (21-100)
95,0.6439376,0.3560624,1,9,2) rare (6-20)
96,0.99085534,0.009144664,1,89,3) common (21-100)
97,0.64258814,0.35741186,1,16,2) rare (6-20)
98,0.05630493,0.94369507,1,0,1) very rare (1-5)
99,0.45464423,0.5453558,0,43,3) common (21-100)
100,0.33480054,0.66519946,1,111,4) very common (100+)
101,0.8188212,0.18117881,0,145,4) very common (100+)
102,0.03143324,0.9685668,1,1,1) very rare (1-5)
103,0.9195301,0.08046991,0,70,3) common (21-100)
104,0.68911934,0.31088066,0,94,3) common (21-100)
105,0.8857399,0.11426008,0,123,4) very common (100+)
106,0.22196145,0.77803856,0,33,3) common (21-100)
107,0.70021653,0.29978347,1,0,1) very rare (1-5)
108,0.6948063,0.30519372,1,0,1) very rare (1-5)
109,0.990369,0.009630978,0,700,4) very common (100+)
110,0.6815028,0.31849718,0,37,3) common (21-100)
111,0.7253567,0.2746433,0,52,3) common (21-100)
112,0.18134193,0.81865805,1,0,1) very rare (1-5)
113,0.2454806,0.7545194,1,2,1) very rare (1-5)
114,0.04369769,0.9563023,1,0,1) very rare (1-5)
115,0.54932874,0.45067126,0,106,4) very common (100+)
116,0.8561526,0.1438474,1,11,2) rare (6-20)
117,0.37076467,0.6292353,1,2,1) very rare (1-5)
118,0.6250535,0.37494648,0,1,1) very rare (1-5)
119,0.9964007,0.003599286,0,274,4) very common (100+)
120,0.16571912,0.83428085,1,0,1) very rare (1-5)
121,0.80572224,0.19427776,0,78,3) common (21-100)
122,0.6488744,0.3511256,1,0,1) very rare (1-5)
123,0.49300736,0.50699264,0,1290,4) very common (100+)
124,0.789453,0.21054697,1,1070,4) very common (100+)
125,0.97948647,0.020513535,0,343,4) very common (100+)
126,0.9784662,0.021533787,0,74,3) common (21-100)
127,0.803883,0.19611698,0,66,3) common (21-100)
128,0.21009924,0.7899008,1,2,1) very rare (1-5)
129,0.44445428,0.5555457,1,13,2) rare (6-20)
130,0.4489423,0.5510577,0,5,1) very rare (1-5)
131,0.38256603,0.61743397,1,166,4) very common (100+)
132,0.011043713,0.9889563,1,3,1) very rare (1-5)
133,0.14384753,0.8561525,1,1,1) very rare (1-5)
134,0.61038774,0.38961226,0,33,3) common (21-100)
135,0.6565906,0.34340942,0,178,4) very common (100+)
136,0.36031178,0.63968825,0,5,1) very rare (1-5)
137,0.81100714,0.18899286,0,1290,4) very common (100+)
138,0.07091883,0.9290812,0,33,3) common (21-100)
139,0.03821667,0.96178335,1,0,1) very rare (1-5)
140,0.4400624,0.5599376,1,33,3) common (21-100)
141,0.86469465,0.13530535,0,9,2) rare (6-20)
142,0.90953434,0.090465665,1,8,2) rare (6-20)
143,0.7699818,0.2300182,0,39,3) common (21-100)
144,0.5506195,0.44938052,1,4,1) very rare (1-5)
145,0.065353744,0.93464625,1,0,1) very rare (1-5)
146,0.0678164,0.9321836,1,76,3) common (21-100)
147,0.3220716,0.6779284,0,4,1) very rare (1-5)
148,0.24932727,0.7506727,1,160,4) very common (100+)
149,0.08583694,0.91416305,1,4,1) very rare (1-5)
150,0.14248225,0.8575177,0,4,1) very rare (1-5)
151,0.77279115,0.22720885,1,223,4) very common (100+)
152,0.24764027,0.75235975,1,8,2) rare (6-20)
153,0.22098818,0.77901185,1,0,1) very rare (1-5)
154,0.39597568,0.6040243,1,26,3) common (21-100)
155,0.46409926,0.5359007,0,1290,4) very common (100+)
156,0.7121532,0.2878468,0,105,4) very common (100+)
157,0.35034654,0.64965343,1,1,1) very rare (1-5)
158,0.12389823,0.8761018,0,2,1) very rare (1-5)
159,0.29643872,0.7035613,1,15,2) rare (6-20)
160,0.17166635,0.8283336,1,102,4) very common (100+)
161,0.837243,0.16275698,0,1070,4) very common (100+)
162,0.97678775,0.023212254,0,15,2) rare (6-20)
163,0.8127909,0.18720913,0,1070,4) very common (100+)
164,0.6423505,0.3576495,0,79,3) common (21-100)
165,0.5986167,0.40138328,1,1070,4) very common (100+)
166,0.101625286,0.89837474,1,36,3) common (21-100)
167,0.74316204,0.25683796,0,66,3) common (21-100)
168,0.8153335,0.18466651,0,1070,4) very common (100+)
169,0.99591535,0.0040846467,0,211,4) very common (100+)
170,0.50378627,0.49621373,1,81,3) common (21-100)
171,0.13890457,0.8610954,1,10,2) rare (6-20)
172,0.2529856,0.7470144,1,1,1) very rare (1-5)
173,0.76809925,0.23190075,0,1070,4) very common (100+)
174,0.045002054,0.95499796,1,2,1) very rare (1-5)
175,0.5175249,0.4824751,1,20,2) rare (6-20)
176,0.3505553,0.6494447,1,5,1) very rare (1-5)
177,0.27670553,0.7232945,0,4,1) very rare (1-5)
178,0.63756967,0.36243033,0,4,1) very rare (1-5)
179,0.6664543,0.33354568,0,6,2) rare (6-20)
180,0.88937044,0.11062956,1,45,3) common (21-100)
181,0.42969155,0.57030845,0,108,4) very common (100+)
182,0.18094064,0.8190594,0,44,3) common (21-100)
183,0.39123747,0.6087625,1,30,3) common (21-100)
184,0.36889207,0.6311079,1,96,3) common (21-100)
185,0.8526493,0.14735073,0,70,3) common (21-100)
186,0.12302787,0.87697214,1,0,1) very rare (1-5)
187,0.046685077,0.9533149,1,2,1) very rare (1-5)
188,0.1988862,0.8011138,1,2,1) very rare (1-5)
189,0.42371818,0.5762818,1,372,4) very common (100+)
190,0.6152283,0.3847717,1,0,1) very rare (1-5)
191,0.072736055,0.927264,1,11,2) rare (6-20)
192,0.42410418,0.5758958,1,0,1) very rare (1-5)
193,0.41110817,0.58889186,1,274,4) very common (100+)
194,0.5074709,0.4925291,1,99,3) common (21-100)
195,0.119833186,0.8801668,1,5,1) very rare (1-5)
196,0.90562415,0.09437585,0,1290,4) very common (100+)
197,0.33131295,0.66868705,0,5,1) very rare (1-5)
198,0.1076731,0.8923269,1,1,1) very rare (1-5)
199,0.55658686,0.44341314,0,121,4) very common (100+)
200,0.7665995,0.23340052,1,1,1) very rare (1-5)
201,0.66845423,0.33154577,0,118,4) very common (100+)
202,0.9777991,0.022200882,0,118,4) very common (100+)
203,0.24856092,0.7514391,1,1,1) very rare (1-5)
204,0.74163777,0.25836223,0,6,2) rare (6-20)
205,0.22686337,0.7731366,1,4,1) very rare (1-5)
206,0.29997942,0.70002055,0,4,1) very rare (1-5)
207,0.121035494,0.8789645,1,1,1) very rare (1-5)
208,0.89495116,0.105048835,0,1290,4) very common (100+)
209,0.48626128,0.51373875,1,9,2) rare (6-20)
210,0.8044696,0.19553041,0,8,2) rare (6-20)
211,0.33356884,0.6664312,1,9,2) rare (6-20)
212,0.69472855,0.30527145,1,237,4) very common (100+)
213,0.6409521,0.3590479,0,261,4) very common (100+)
214,0.7117053,0.28829467,1,3,1) very rare (1-5)
215,0.061625224,0.93837476,1,3,1) very rare (1-5)
216,0.78958815,0.21041185,0,108,4) very common (100+)
217,0.73595494,0.26404506,0,118,4) very common (100+)
218,0.35733688,0.6426631,1,9,2) rare (6-20)
219,0.35828653,0.6417135,1,20,2) rare (6-20)
220,0.23607577,0.76392424,1,22,3) common (21-100)
221,0.01888795,0.98111206,1,3,1) very rare (1-5)
222,0.60809994,0.39190006,1,145,4) very common (100+)
223,0.5574537,0.4425463,1,84,3) common (21-100)
224,0.5945162,0.40548378,1,33,3) common (21-100)
225,0.916359,0.08364099,1,8,2) rare (6-20)
226,0.16099955,0.83900046,1,1,1) very rare (1-5)
227,0.18161808,0.8183819,1,39,3) common (21-100)
228,0.83771265,0.16228735,0,1070,4) very common (100+)
229,0.9215581,0.07844192,0,1070,4) very common (100+)
230,0.7942598,0.20574021,0,39,3) common (21-100)
231,0.20333281,0.7966672,0,3,1) very rare (1-5)
232,0.77256227,0.22743773,0,92,3) common (21-100)
233,0.17805015,0.82194984,1,0,1) very rare (1-5)
234,0.22932847,0.77067155,1,2,1) very rare (1-5)
235,0.43459722,0.56540275,0,5,1) very rare (1-5)
236,0.94109315,0.058906853,0,421,4) very common (100+)
237,0.18018457,0.8198154,1,0,1) very rare (1-5)
238,0.10218037,0.89781964,0,0,1) very rare (1-5)
239,0.2660918,0.7339082,1,16,2) rare (6-20)
240,0.41901496,0.58098507,1,0,1) very rare (1-5)
241,0.6103472,0.3896528,1,1070,4) very common (100+)
242,0.24065305,0.75934696,0,14,2) rare (6-20)
243,0.9000592,0.09994078,0,47,3) common (21-100)
244,0.8709127,0.12908733,1,0,1) very rare (1-5)
245,0.07780434,0.9221957,1,18,2) rare (6-20)
246,0.9902407,0.009759307,0,700,4) very common (100+)
247,0.6866957,0.3133043,1,79,3) common (21-100)
248,0.96843153,0.031568468,0,178,4) very common (100+)
249,0.9082626,0.09173739,0,261,4) very common (100+)
250,0.808892,0.19110799,0,105,4) very common (100+)
251,0.50994015,0.49005985,0,5,1) very rare (1-5)
252,0.90344375,0.09655625,0,2,1) very rare (1-5)
253,0.037587013,0.962413,1,0,1) very rare (1-5)
254,0.57323927,0.42676073,1,6,2) rare (6-20)
255,0.6343891,0.3656109,0,19,2) rare (6-20)
256,0.42686224,0.57313776,1,0,1) very rare (1-5)
257,0.15823777,0.84176224,1,3,1) very rare (1-5)
258,0.96811944,0.031880558,0,372,4) very common (100+)
259,0.5791672,0.4208328,1,2,1) very rare (1-5)
260,0.92217225,0.07782775,0,1070,4) very common (100+)
261,0.11141291,0.8885871,1,58,3) common (21-100)
262,0.6844053,0.31559467,0,372,4) very common (100+)
263,0.8974007,0.10259932,0,1290,4) very common (100+)
264,0.5319557,0.46804428,1,0,1) very rare (1-5)
265,0.030579891,0.96942014,1,4,1) very rare (1-5)
266,0.4473518,0.5526482,1,58,3) common (21-100)
267,0.2294399,0.7705601,0,5,1) very rare (1-5)
268,0.60700303,0.39299697,1,66,3) common (21-100)
269,0.77256525,0.22743475,0,52,3) common (21-100)
270,0.58674985,0.41325015,1,178,4) very common (100+)
271,0.91504365,0.08495635,0,5,1) very rare (1-5)
272,0.90770674,0.09229326,0,29,3) common (21-100)
273,0.8358001,0.16419989,0,1290,4) very common (100+)
274,0.63582104,0.36417896,1,7,2) rare (6-20)
275,0.6667595,0.3332405,0,105,4) very common (100+)
276,0.6049426,0.39505738,1,24,3) common (21-100)
277,0.9564543,0.043545723,0,94,3) common (21-100)
278,0.8331312,0.1668688,1,0,1) very rare (1-5)
279,0.56867486,0.43132514,1,2,1) very rare (1-5)
280,0.25775677,0.74224323,0,23,3) common (21-100)
281,0.9168573,0.0831427,0,1070,4) very common (100+)
282,0.8039782,0.1960218,0,79,3) common (21-100)
283,0.22797269,0.7720273,1,0,1) very rare (1-5)
284,0.46011212,0.5398879,1,5,1) very rare (1-5)
285,0.31189787,0.6881021,1,134,4) very common (100+)
286,0.24772714,0.75227284,0,700,4) very common (100+)
287,0.04941919,0.95058084,1,0,1) very rare (1-5)
288,0.017350515,0.9826495,1,1,1) very rare (1-5)
289,0.4396678,0.5603322,0,6,2) rare (6-20)
290,0.07097417,0.9290258,1,0,1) very rare (1-5)
291,0.38308144,0.61691856,0,13,2) rare (6-20)
292,0.5239933,0.4760067,1,1,1) very rare (1-5)
293,0.41102153,0.58897847,0,11,2) rare (6-20)
294,0.75813246,0.24186754,0,1,1) very rare (1-5)
295,0.16857259,0.8314274,1,107,4) very common (100+)
296,0.4945191,0.5054809,1,28,3) common (21-100)
297,0.95570403,0.044295967,0,99,3) common (21-100)
298,0.96632105,0.03367895,1,5,1) very rare (1-5)
299,0.8341,0.16589999,0,4,1) very rare (1-5)
300,0.21609132,0.78390867,1,0,1) very rare (1-5)
301,0.42986652,0.57013345,0,23,3) common (21-100)
302,0.8254558,0.17454422,0,6,2) rare (6-20)
303,0.45095015,0.54904985,1,268,4) very common (100+)
304,0.75751853,0.24248147,0,76,3) common (21-100)
305,0.95094454,0.049055457,0,12,2) rare (6-20)
306,0.3757475,0.6242525,1,79,3) common (21-100)
307,0.5340822,0.46591783,0,6,2) rare (6-20)
308,0.10587915,0.8941209,0,105,4) very common (100+)
309,0.98490113,0.01509887,0,182,4) very common (100+)
310,0.51551,0.48448998,0,106,4) very common (100+)
311,0.2336371,0.7663629,1,274,4) very common (100+)
312,0.31620458,0.68379545,1,39,3) common (21-100)
313,0.15582079,0.8441792,1,268,4) very common (100+)
314,0.7492167,0.25078332,0,1290,4) very common (100+)
315,0.9278465,0.07215351,0,10,2) rare (6-20)
316,0.5789725,0.42102748,0,106,4) very common (100+)
317,0.13602553,0.86397445,0,2,1) very rare (1-5)
318,0.8661286,0.13387138,0,4,1) very rare (1-5)
319,0.19633608,0.8036639,0,1,1) very rare (1-5)
320,0.79102224,0.20897776,0,14,2) rare (6-20)
321,0.69930226,0.30069774,1,0,1) very rare (1-5)
322,0.061754465,0.93824553,1,3,1) very rare (1-5)
323,0.6442113,0.3557887,1,1070,4) very common (100+)
324,0.76957124,0.23042876,0,1290,4) very common (100+)
325,0.9189148,0.081085205,1,38,3) common (21-100)
326,0.799651,0.20034897,1,23,3) common (21-100)
327,0.9160317,0.08396828,0,372,4) very common (100+)
328,0.28232202,0.71767795,1,1,1) very rare (1-5)
329,0.74543715,0.25456285,0,700,4) very common (100+)
330,0.7002027,0.2997973,0,121,4) very common (100+)
331,0.2139995,0.7860005,1,58,3) common (21-100)
332,0.9485042,0.05149579,0,3,1) very rare (1-5)
333,0.85579747,0.14420253,1,268,4) very common (100+)
334,0.8367596,0.16324037,0,13,2) rare (6-20)
335,0.50566375,0.49433625,1,0,1) very rare (1-5)
336,0.9674801,0.032519877,0,85,3) common (21-100)
337,0.35360265,0.64639735,0,2,1) very rare (1-5)
338,0.1343045,0.8656955,1,0,1) very rare (1-5)
339,0.66191703,0.33808297,0,49,3) common (21-100)
340,0.96329933,0.036700666,0,700,4) very common (100+)
341,0.6238218,0.3761782,0,46,3) common (21-100)
342,0.6816989,0.31830108,1,1,1) very rare (1-5)
343,0.19454426,0.80545574,1,23,3) common (21-100)
344,0.4766045,0.52339554,1,81,3) common (21-100)
345,0.6898763,0.31012368,0,1070,4) very common (100+)
346,0.31188223,0.68811774,0,108,4) very common (100+)
347,0.39766812,0.6023319,1,1290,4) very common (100+)
348,0.22385575,0.77614427,1,58,3) common (21-100)
349,0.18318856,0.81681144,1,4,1) very rare (1-5)
350,0.28125218,0.71874785,0,145,4) very common (100+)
351,0.78101844,0.21898156,0,1290,4) very common (100+)
352,0.8073141,0.1926859,1,16,2) rare (6-20)
353,0.07956684,0.92043316,1,1,1) very rare (1-5)
354,0.3998246,0.6001754,0,1290,4) very common (100+)
355,0.4306694,0.5693306,0,166,4) very common (100+)
356,0.63206685,0.36793315,1,1070,4) very common (100+)
357,0.25571728,0.7442827,1,1,1) very rare (1-5)
358,0.95166403,0.04833597,0,74,3) common (21-100)
359,0.9027976,0.09720242,0,142,4) very common (100+)
360,0.8099318,0.19006819,1,99,3) common (21-100)
361,0.28125066,0.71874934,1,24,3) common (21-100)
362,0.54520977,0.45479023,0,12,2) rare (6-20)
363,0.0723729,0.9276271,0,6,2) rare (6-20)
364,0.19723026,0.8027697,1,166,4) very common (100+)
365,0.19299415,0.8070059,1,3,1) very rare (1-5)
366,0.41909635,0.58090365,1,166,4) very common (100+)
367,0.83705187,0.16294813,1,17,2) rare (6-20)
368,0.6484202,0.3515798,0,421,4) very common (100+)
369,0.5023494,0.49765062,1,3,1) very rare (1-5)
370,0.21081564,0.78918433,1,3,1) very rare (1-5)
371,0.79571295,0.20428705,1,160,4) very common (100+)
372,0.10861815,0.89138186,1,0,1) very rare (1-5)
373,0.6936856,0.3063144,0,78,3) common (21-100)
374,0.22375226,0.77624774,1,0,1) very rare (1-5)
375,0.8673682,0.13263178,1,275,4) very common (100+)
376,0.7530706,0.2469294,1,118,4) very common (100+)
377,0.027867405,0.9721326,0,0,1) very rare (1-5)
378,0.26876348,0.7312365,0,1,1) very rare (1-5)
379,0.8591674,0.1408326,0,142,4) very common (100+)
380,0.7135265,0.2864735,1,0,1) very rare (1-5)
381,0.178733,0.821267,1,36,3) common (21-100)
382,0.8516151,0.14838493,0,372,4) very common (100+)
383,0.69229996,0.30770004,0,55,3) common (21-100)
384,0.61468303,0.38531697,0,3,1) very rare (1-5)
385,0.9640509,0.03594911,0,78,3) common (21-100)
386,0.630572,0.36942798,0,700,4) very common (100+)
387,0.65698886,0.34301114,1,70,3) common (21-100)
388,0.9714469,0.028553128,0,421,4) very common (100+)
389,0.46415356,0.5358465,1,107,4) very common (100+)
390,0.37395096,0.62604904,1,96,3) common (21-100)
391,0.6730502,0.32694978,0,237,4) very common (100+)
392,0.7595403,0.24045968,0,124,4) very common (100+)
393,0.14859432,0.8514057,1,39,3) common (21-100)
394,0.10805352,0.8919465,0,2,1) very rare (1-5)
395,0.31635916,0.68364084,0,237,4) very common (100+)
396,0.05334141,0.9466586,1,2,1) very rare (1-5)
397,0.940272,0.059728026,0,159,4) very common (100+)
398,0.5977809,0.40221912,0,39,3) common (21-100)
399,0.5705605,0.42943949,1,1290,4) very common (100+)
400,0.8652402,0.13475978,1,6,2) rare (6-20)
401,0.9708222,0.029177785,0,124,4) very common (100+)
402,0.05531407,0.94468594,1,49,3) common (21-100)
403,0.27417347,0.7258265,0,2,1) very rare (1-5)
404,0.40923852,0.5907615,1,118,4) very common (100+)
405,0.39586926,0.60413074,0,18,2) rare (6-20)
406,0.8720695,0.12793052,1,4,1) very rare (1-5)
407,0.1797863,0.8202137,1,66,3) common (21-100)
408,0.19923031,0.8007697,1,0,1) very rare (1-5)
409,0.15957813,0.84042186,1,32,3) common (21-100)
410,0.33237126,0.66762877,0,343,4) very common (100+)
411,0.84309983,0.15690017,1,41,3) common (21-100)
412,0.9296862,0.07031381,0,1290,4) very common (100+)
413,0.35778278,0.6422172,0,58,3) common (21-100)
414,0.6619774,0.3380226,0,2,1) very rare (1-5)
415,0.92069757,0.07930243,1,70,3) common (21-100)
416,0.14622447,0.8537755,0,2,1) very rare (1-5)
417,0.580458,0.419542,1,1,1) very rare (1-5)
418,0.07007687,0.9299231,1,0,1) very rare (1-5)
419,0.76709527,0.23290473,1,24,3) common (21-100)
420,0.46007398,0.53992605,1,42,3) common (21-100)
421,0.4557383,0.5442617,0,372,4) very common (100+)
422,0.5689387,0.43106133,1,0,1) very rare (1-5)
423,0.78185534,0.21814466,0,1070,4) very common (100+)
424,0.8486266,0.15137339,0,237,4) very common (100+)
425,0.11380149,0.8861985,0,0,1) very rare (1-5)
426,0.13810803,0.861892,0,3,1) very rare (1-5)
427,0.98297966,0.017020345,0,1290,4) very common (100+)
428,0.912084,0.08791602,1,12,2) rare (6-20)
429,0.22690907,0.77309096,1,105,4) very common (100+)
430,0.9036073,0.09639269,0,86,3) common (21-100)
431,0.87590116,0.12409884,0,47,3) common (21-100)
432,0.5773219,0.4226781,0,123,4) very common (100+)
433,0.3495786,0.6504214,0,49,3) common (21-100)
434,0.22314408,0.77685595,0,12,2) rare (6-20)
435,0.06204759,0.9379524,1,8,2) rare (6-20)
436,0.17235495,0.82764506,0,7,2) rare (6-20)
437,0.3826743,0.61732566,0,5,1) very rare (1-5)
438,0.9307163,0.069283724,0,211,4) very common (100+)
439,0.7183615,0.2816385,1,20,2) rare (6-20)
440,0.17809811,0.8219019,1,0,1) very rare (1-5)
441,0.8005171,0.19948292,0,700,4) very common (100+)
442,0.28351063,0.7164894,1,1,1) very rare (1-5)
443,0.86142135,0.13857865,0,5,1) very rare (1-5)
444,0.9673583,0.03264171,0,1290,4) very common (100+)
445,0.33918273,0.66081727,1,0,1) very rare (1-5)
446,0.71053684,0.28946316,0,42,3) common (21-100)
447,0.046424966,0.953575,0,4,1) very rare (1-5)
448,0.99583364,0.0041663647,0,211,4) very common (100+)
449,0.8437826,0.1562174,0,700,4) very common (100+)
450,0.33851638,0.66148365,1,34,3) common (21-100)
451,0.8427015,0.1572985,0,223,4) very common (100+)
452,0.18722089,0.8127791,1,0,1) very rare (1-5)
453,0.04771726,0.9522827,1,0,1) very rare (1-5)
454,0.28931898,0.710681,1,47,3) common (21-100)
455,0.31660715,0.6833929,0,8,2) rare (6-20)
456,0.14586215,0.85413784,1,0,1) very rare (1-5)
457,0.40471533,0.5952847,1,13,2) rare (6-20)
458,0.24821325,0.75178677,0,0,1) very rare (1-5)
459,0.70436245,0.29563755,1,274,4) very common (100+)
460,0.31123638,0.6887636,1,0,1) very rare (1-5)
461,0.84757334,0.15242666,1,0,1) very rare (1-5)
462,0.3737517,0.6262483,1,70,3) common (21-100)
463,0.026147982,0.97385204,1,10,2) rare (6-20)
464,0.083167806,0.9168322,1,58,3) common (21-100)
465,0.44937328,0.55062675,1,19,2) rare (6-20)
466,0.47362274,0.52637726,1,1,1) very rare (1-5)
467,0.15616347,0.84383655,1,6,2) rare (6-20)
468,0.88293546,0.117064536,0,1070,4) very common (100+)
469,0.30794507,0.6920549,1,2,1) very rare (1-5)
470,0.90069395,0.09930605,0,1290,4) very common (100+)
471,0.99011797,0.009882033,0,142,4) very common (100+)
472,0.49079964,0.50920033,0,14,2) rare (6-20)
473,0.6335377,0.3664623,0,275,4) very common (100+)
474,0.81562495,0.18437505,0,23,3) common (21-100)
475,0.78123385,0.21876615,0,12,2) rare (6-20)
476,0.19129191,0.8087081,1,0,1) very rare (1-5)
477,0.52423304,0.47576696,0,37,3) common (21-100)
478,0.504469,0.49553102,1,0,1) very rare (1-5)
479,0.38487142,0.6151286,1,0,1) very rare (1-5)
480,0.12070473,0.8792953,1,0,1) very rare (1-5)
481,0.23041213,0.7695879,1,1,1) very rare (1-5)
482,0.078064814,0.9219352,1,0,1) very rare (1-5)
483,0.30545327,0.6945467,1,0,1) very rare (1-5)
484,0.5288894,0.47111058,1,10,2) rare (6-20)
485,0.51101565,0.48898435,0,1290,4) very common (100+)
486,0.17054296,0.82945704,1,15,2) rare (6-20)
487,0.81478393,0.18521607,1,4,1) very rare (1-5)
488,0.31161067,0.6883893,1,76,3) common (21-100)
489,0.91324735,0.08675265,1,11,2) rare (6-20)
490,0.7924085,0.20759147,0,105,4) very common (100+)
491,0.9030963,0.09690368,1,62,3) common (21-100)
492,0.5303322,0.4696678,0,1290,4) very common (100+)
493,0.022987338,0.97701263,1,4,1) very rare (1-5)
494,0.0912985,0.9087015,1,36,3) common (21-100)
495,0.41222063,0.5877794,1,6,2) rare (6-20)
496,0.26645067,0.73354936,0,46,3) common (21-100)
497,0.9110764,0.08892357,0,5,1) very rare (1-5)
498,0.74618983,0.25381017,1,0,1) very rare (1-5)
499,0.19300374,0.8069962,1,18,2) rare (6-20)
